,Locationabbr,QuestionID,RESPONSEID,mean_and_cl,param_list,trend_class
321,14740,_TOTINDA,RESP046,"[[nan, 80.81, nan, nan, nan, nan, nan], [nan, 76.81, nan, nan, nan, nan, nan]]","[0, 0, 80.81]",00
322,14860,BLOODCHO,RESP046,"[[84.1, nan, nan, nan, nan, nan, nan], [80.81, nan, nan, nan, nan, nan, nan]]","[0, 0, 84.1]",00
323,14860,Custom_8,Custom_8,"[[40.5588585017836, nan, nan, nan, nan, nan, nan], [36.38136385064539, nan, nan, nan, nan, nan, nan]]","[0, 0, 40.5588585017836]",00
324,14860,Custom_9,Custom_9,"[[56.94, 60.629999999999995, nan, nan, nan, nan, nan], [50.505429307249784, 54.7872266858965, nan, nan, nan, nan, nan]]","[0, 3.689999999999997, -7363.649999999993]",0+
325,14860,DIABETE3,RESP046,"[[8.32, 7.4, nan, nan, nan, nan, nan], [6.77, 5.87, nan, nan, nan, nan, nan]]","[0, -0.92, 1858.4399999999998]",0-
326,14860,DRNKANY5,RESP046,"[[67.44, 64.34, nan, nan, nan, nan, nan], [63.91, 61.3, nan, nan, nan, nan, nan]]","[0, -3.099999999999994, 6301.539999999987]",0-
327,14860,_HCVU651,RESP046,"[[82.24, 83.55, nan, nan, nan, nan, nan], [78.67, 80.71, nan, nan, nan, nan, nan]]","[0, 1.3100000000000018, -2552.170000000004]",0+
328,14860,_RFHLTH,RESP061,"[[86.44, 85.99, nan, nan, nan, nan, nan], [84.13, 83.79, nan, nan, nan, nan, nan]]","[0, -0.4500000000000028, 991.3900000000058]",0-
329,14860,_RFHYPE5,RESP046,"[[28.52, nan, nan, nan, nan, nan, nan], [25.62, nan, nan, nan, nan, nan, nan]]","[0, 0, 28.52]",00
330,14860,_RFSMOK3,RESP046,"[[14.44, 13.18, nan, nan, nan, nan, nan], [11.64, 10.87, nan, nan, nan, nan, nan]]","[0, -1.2599999999999993, 2548.299999999999]",0-
331,14860,_TOTINDA,RESP046,"[[77.46, 78.45, nan, nan, nan, nan, nan], [74.44, 75.94, nan, nan, nan, nan, nan]]","[0, 0.9900000000000089, -1913.430000000018]",0+
332,15100,BLOODCHO,RESP046,"[[72.77, nan, nan, nan, nan, nan, nan], [64.6, nan, nan, nan, nan, nan, nan]]","[0, 0, 72.77]",00
333,15100,Custom_8,Custom_8,"[[29.79249690806651, nan, nan, nan, nan, nan, nan], [20.84374999097988, nan, nan, nan, nan, nan, nan]]","[0, 0, 29.79249690806651]",00
334,15100,Custom_9,Custom_9,"[[58.67, nan, nan, nan, nan, nan, nan], [43.43128286239291, nan, nan, nan, nan, nan, nan]]","[0, 0, 58.67]",00
335,15100,DIABETE3,RESP046,"[[7.18, nan, nan, nan, nan, nan, nan], [3.61, nan, nan, nan, nan, nan, nan]]","[0, 0, 7.18]",00
336,15100,DRNKANY5,RESP046,"[[60.9, nan, nan, nan, nan, nan, nan], [52.16, nan, nan, nan, nan, nan, nan]]","[0, 0, 60.9]",00
337,15100,_HCVU651,RESP046,"[[84.11, nan, nan, nan, nan, nan, nan], [73.94, nan, nan, nan, nan, nan, nan]]","[0, 0, 84.11]",00
338,15100,_RFHLTH,RESP061,"[[92.44, nan, nan, nan, nan, nan, nan], [89.7, nan, nan, nan, nan, nan, nan]]","[0, 0, 92.44]",00
339,15100,_RFHYPE5,RESP046,"[[20.24, nan, nan, nan, nan, nan, nan], [15.01, nan, nan, nan, nan, nan, nan]]","[0, 0, 20.24]",00
340,15100,_RFSMOK3,RESP046,"[[21.94, nan, nan, nan, nan, nan, nan], [12.71, nan, nan, nan, nan, nan, nan]]","[0, 0, 21.94]",00
341,15100,_TOTINDA,RESP046,"[[79.09, nan, nan, nan, nan, nan, nan], [73.37, nan, nan, nan, nan, nan, nan]]","[0, 0, 79.09]",00
342,15380,BLOODCHO,RESP046,"[[84.63, nan, 85.92, nan, 82.83, nan, nan], [78.93, nan, 81.67, nan, 78.42, nan, nan]]","[0, -0.37556905514917654, 840.3433360321851]",0-
343,15380,Custom_8,Custom_8,"[[49.71050454921423, nan, 40.03724394785847, nan, 44.355909694555116, nan, nan], [41.47255967648216, nan, 33.347706791457945, nan, 38.376606459870324, nan, nan]]","[0, -1.6891314749728827, 3444.9930371720266]",0-
344,15380,Custom_9,Custom_9,"[[65.12, nan, 60.53, nan, 65.64, 65.61, 65.64], [52.48526612864363, nan, 49.31650366745501, nan, 55.27355412882506, 56.65946370321868, 53.6830605922753]]","[-1209.385286548817, 0.3003275709824454, 1217577.2852864354]",-+
345,15380,DIABETE3,RESP046,"[[10.08, nan, 6.85, nan, 9.81, 11.22, 12.16], [7.06, nan, 4.32, nan, 7.44, 8.89, 8.69]]","[-1338.5126595530928, 0.33241547703127267, 1347430.32915034]",-+
346,15380,DRNKANY5,RESP046,"[[66.51, nan, 62.92, nan, 58.35, 61.22, 66.37], [60.34, nan, 57.24, nan, 53.45, 56.85, 61.02]]","[-2772.1257732241083, 0.6881435802359723, 2791876.0990302125]",-+
347,15380,_HCVU651,RESP046,"[[84.99, nan, 89.81, nan, 93.29, 89.23, 93.65], [77.54, nan, 85.77, nan, 90.13, 85.45, 90.4]]","[0, 1.3068146585674174, -2542.615181617057]",0+
348,15380,_RFHLTH,RESP061,"[[85.29, nan, 84.11, nan, 81.26, 81.83, 83.86], [81.43, nan, 79.58, nan, 77.54, 78.69, 80.06]]","[-868.8848290411667, 0.21560651705025535, 875474.2883884852]",-+
349,15380,_RFHYPE5,RESP046,"[[35.37, nan, 29.31, nan, 35.75, nan, 36.07], [29.71, nan, 24.47, nan, 31.46, nan, 30.88]]","[0, 0.3203504941102036, -610.9031894211612]",0+
350,15380,_RFSMOK3,RESP046,"[[19.86, nan, 23.63, nan, 17.39, 18.81, 20.38], [14.53, nan, 18.16, nan, 13.61, 15.13, 15.3]]","[0, -0.23673278000310322, 497.3326310640813]",0-
351,15380,_TOTINDA,RESP046,"[[77.85, nan, 74.29, nan, 72.09, 73.63, 73.61], [72.81, nan, 69.0, nan, 67.6, 69.93, 68.67]]","[-1219.373474409825, 0.3025503698388039, 1228687.6609574012]",-+
352,15540,BLOODCHO,RESP046,"[[81.38, nan, 83.93, nan, 83.65, nan, nan], [78.62, nan, 81.23, nan, 80.96, nan, nan]]","[0, 0.5734848861237795, -1071.4440327631482]",0+
353,15540,Custom_8,Custom_8,"[[39.99754239370852, nan, 36.482783271774096, nan, 36.76031081888822, nan, nan], [36.53790693302487, nan, 32.901255306832404, nan, 33.165296527814554, nan, nan]]","[0, -0.796926562595633, 1641.9466629624471]",0-
354,15540,Custom_9,Custom_9,"[[57.61, nan, 58.19, 56.3, 55.760000000000005, 58.97, 60.64], [52.10037206337851, nan, 52.321269302481156, 51.16361021728296, 50.05912287450432, 52.35129166679782, 53.39941300722103]]","[-1166.8609681852815, 0.2897831692087552, 1174697.354440702]",-+
355,15540,DIABETE3,RESP046,"[[5.8, 6.68, 6.51, 6.79, 6.52, 6.97, 7.21], [4.7, 5.35, 5.2, 5.5, 5.23, 5.62, 5.62]]","[0, 0.16286259905215528, -321.343403246225]",0+
356,15540,DRNKANY5,RESP046,"[[69.25, 69.71, 66.88, 69.26, 67.36, 67.97, 66.44], [66.58, 66.85, 63.84, 66.67, 64.4, 64.7, 63.05]]","[0, -0.40447707309776015, 882.6855885065543]",0-
357,15540,_HCVU651,RESP046,"[[91.44, 91.25, 91.1, 93.42, 95.56, 94.67, 94.42], [89.5, 89.19, 88.89, 91.85, 94.19, 92.95, 92.48]]","[0, 0.6956081351751162, -1308.0621734861122]",0+
358,15540,_RFHLTH,RESP061,"[[89.97, 90.12, 89.31, 90.37, 90.93, 88.66, 89.73], [88.32, 88.38, 87.45, 88.76, 89.32, 86.62, 87.95]]","[0, -0.10004336592697687, 291.2620649582047]",0-
359,15540,_RFHYPE5,RESP046,"[[25.46, nan, 27.34, nan, 24.62, nan, 26.66], [23.28, nan, 24.79, nan, 22.23, nan, 23.97]]","[0, 0.03883779059599592, -52.10438716667517]",0+
360,15540,_RFSMOK3,RESP046,"[[16.22, 14.84, 15.38, 14.79, 13.71, 14.15, 13.88], [13.83, 12.47, 13.07, 12.75, 11.5, 11.5, 11.27]]","[0, -0.3500582815381911, 719.7469486727157]",0-
361,15540,_TOTINDA,RESP046,"[[80.57, 85.11, 80.56, 83.65, 79.84, 83.12, 79.73], [78.3, 83.03, 78.09, 81.69, 77.21, 80.65, 76.93]]","[0, -0.2610698311630024, 607.3224316246417]",0-
362,15764,BLOODCHO,RESP046,"[[87.25, nan, 86.55, nan, 86.06, nan, nan], [85.19, nan, 84.77, nan, 83.98, nan, nan]]","[0, -0.2973630791719686, 685.2185351003171]",0-
363,15764,Custom_8,Custom_8,"[[38.55587392550143, nan, 41.166955517042176, nan, 39.64675807576109, nan, nan], [35.79949611854271, nan, 38.47681593005849, nan, 36.57680954904271, nan, nan]]","[0, 0.23938303905330963, -442.1555079745509]",0+
364,15764,Custom_9,Custom_9,"[[55.510000000000005, nan, 55.9, 58.01, 57.35, 58.55, 58.81], [50.97638113644299, nan, 51.55373723757985, 53.753005755230575, 52.27688458637102, 53.54735070187805, 52.30040707877981]]","[0, 0.5805275519063163, -1112.0473800808704]",0+
365,15764,DIABETE3,RESP046,"[[7.69, 7.89, 7.64, 8.39, 8.75, 8.16, 9.76], [6.55, 7.01, 6.46, 7.33, 7.38, 6.83, 7.78]]","[-283.2518518115767, 0.07039648906119936, 284935.3241426337]",-+
366,15764,DRNKANY5,RESP046,"[[66.42, 65.42, 66.59, 64.17, 62.54, 66.09, 65.0], [63.93, 63.62, 64.38, 61.94, 59.99, 63.56, 61.77]]","[-650.7011008005273, 0.16148104141962694, 655577.7424152439]",-+
367,15764,_HCVU651,RESP046,"[[94.74, 93.71, 93.82, 94.63, 94.17, 92.48, 94.87], [93.39, 92.63, 92.49, 93.3, 92.74, 90.68, 93.22]]","[0, -0.08920760702216368, 273.6801690510655]",0-
368,15764,_RFHLTH,RESP061,"[[90.07, 88.05, 87.5, 86.33, 87.15, 86.84, 86.45], [88.8, 86.91, 86.11, 84.82, 85.37, 85.1, 84.35]]","[-527.5872561461059, 0.1308567698485506, 531867.0153863945]",-+
369,15764,_RFHYPE5,RESP046,"[[26.84, nan, 28.72, nan, 27.28, nan, 27.94], [24.82, nan, 26.8, nan, 25.14, nan, 25.04]]","[0, 0.09576439231132206, -165.21686664794981]",0+
370,15764,_RFSMOK3,RESP046,"[[14.5, 13.66, 13.77, 11.54, 11.77, 11.49, 9.25], [12.62, 12.37, 12.12, 10.07, 9.99, 9.77, 7.39]]","[0, -0.8014255611047136, 1626.3722696425007]",0-
371,15764,_TOTINDA,RESP046,"[[79.58, 81.23, 77.52, 81.17, 75.59, 81.37, 76.63], [77.56, 79.82, 75.56, 79.46, 73.12, 79.27, 73.79]]","[0, -0.4064586706619061, 897.1537313437219]",0-
372,15804,BLOODCHO,RESP046,"[[81.02, nan, 86.02, nan, 86.12, nan, nan], [77.77, nan, 83.59, nan, 83.32, nan, nan]]","[0, 1.3197669702251218, -2572.5157142443877]",0+
373,15804,Custom_8,Custom_8,"[[45.05060478894101, nan, 44.79190885840503, nan, 38.53924756154203, nan, nan], [41.08492679805755, nan, 40.99434277611776, nan, 34.36397914300049, nan, nan]]","[0, -1.6512531370634895, 3366.677537783314]",0-
374,15804,Custom_9,Custom_9,"[[62.010000000000005, 66.2, 66.37, 63.72, 63.84, 70.2, 67.25], [56.0624290672578, 59.651595614197305, 59.79535172043402, 56.327537622686194, 56.417621674961595, 59.97293786075395, 58.841908658916694]]","[0, 0.8772404675226687, -1700.8709004109658]",0+
375,15804,DIABETE3,RESP046,"[[8.55, 11.48, 10.46, 9.6, 8.92, 10.24, 12.97], [7.18, 9.72, 8.75, 7.95, 7.08, 7.93, 10.81]]","[-853.180061823073, 0.21187296029233213, 858915.9485721452]",-+
376,15804,DRNKANY5,RESP046,"[[59.68, 57.02, 59.68, 59.3, 59.31, 56.98, 59.21], [56.41, 53.88, 56.58, 55.65, 55.76, 52.33, 55.37]]","[0, -0.13134040743935754, 323.1592604847248]",0-
377,15804,_HCVU651,RESP046,"[[83.52, 86.57, 84.31, 93.06, 89.08, 90.96, 89.87], [80.31, 83.87, 81.41, 90.71, 85.81, 87.88, 86.58]]","[0, 1.1580128955303524, -2244.3874042193306]",0+
378,15804,_RFHLTH,RESP061,"[[84.8, 82.48, 82.41, 84.07, 85.39, 82.47, 77.83], [82.64, 80.21, 80.02, 81.5, 83.04, 79.29, 74.48]]","[1570.0883709044303, -0.38995623808821944, -1580334.7711111656]",+-
379,15804,_RFHYPE5,RESP046,"[[33.23, nan, 33.39, nan, 32.45, nan, 35.91], [30.47, nan, 30.65, nan, 29.27, nan, 32.48]]","[-920.0409470735807, 0.22850089543208332, 926150.6180591653]",-+
380,15804,_RFSMOK3,RESP046,"[[21.02, 19.05, 20.2, 14.08, 16.09, 16.04, 16.81], [18.2, 16.36, 17.65, 11.49, 13.37, 12.51, 13.71]]","[-1157.2334577535223, 0.28710053003088043, 1166148.6171022179]",-+
381,15804,_TOTINDA,RESP046,"[[73.69, 72.9, 73.65, 74.36, 73.48, 71.57, 71.09], [70.95, 70.18, 70.79, 71.18, 70.21, 67.69, 67.62]]","[742.2878302874941, -0.18438118568127304, -747007.7699420677]",+-
382,15940,BLOODCHO,RESP046,"[[80.27, nan, nan, nan, nan, nan, nan], [74.66, nan, nan, nan, nan, nan, nan]]","[0, 0, 80.27]",00
383,15940,Custom_8,Custom_8,"[[49.32104148498817, nan, nan, nan, nan, nan, nan], [41.773135754190626, nan, nan, nan, nan, nan, nan]]","[0, 0, 49.32104148498817]",00
384,15940,Custom_9,Custom_9,"[[63.769999999999996, 67.85, nan, nan, nan, nan, nan], [52.542351092058496, 56.848181968419944, nan, nan, nan, nan, nan]]","[0, 4.079999999999999, -8141.11]",0+
385,15940,DIABETE3,RESP046,"[[10.5, 15.37, nan, nan, nan, nan, nan], [7.58, 11.9, nan, nan, nan, nan, nan]]","[0, 4.869999999999999, -9783.069999999998]",0+
386,15940,DRNKANY5,RESP046,"[[52.23, 49.22, nan, nan, nan, nan, nan], [46.49, 43.95, nan, nan, nan, nan, nan]]","[0, -3.009999999999997, 6105.339999999995]",0-
387,15940,_HCVU651,RESP046,"[[84.71, 83.93, nan, nan, nan, nan, nan], [79.26, 78.81, nan, nan, nan, nan, nan]]","[0, -0.7799999999999868, 1653.2899999999736]",0-
388,15940,_RFHLTH,RESP061,"[[81.81, 79.88, nan, nan, nan, nan, nan], [77.46, 75.8, nan, nan, nan, nan, nan]]","[0, -1.9300000000000062, 3963.0400000000127]",0-
389,15940,_RFHYPE5,RESP046,"[[34.09, nan, nan, nan, nan, nan, nan], [29.09, nan, nan, nan, nan, nan, nan]]","[0, 0, 34.09]",00
390,15940,_RFSMOK3,RESP046,"[[26.64, 26.65, nan, nan, nan, nan, nan], [21.13, 21.61, nan, nan, nan, nan, nan]]","[0, 0, 26.645]",00
391,15940,_TOTINDA,RESP046,"[[71.41, 75.37, nan, nan, nan, nan, nan], [66.59, 71.06, nan, nan, nan, nan, nan]]","[0, 3.9600000000000075, -7892.150000000015]",0+
392,16220,BLOODCHO,RESP046,"[[76.93, nan, nan, nan, nan, nan, nan], [72.11, nan, nan, nan, nan, nan, nan]]","[0, 0, 76.93]",00
393,16220,Custom_8,Custom_8,"[[45.963863252307284, nan, nan, nan, nan, nan, nan], [39.385536235786, nan, nan, nan, nan, nan, nan]]","[0, 0, 45.963863252307284]",00
394,16220,Custom_9,Custom_9,"[[61.94, 60.620000000000005, nan, nan, nan, nan, nan], [51.96163841104162, 50.23887770999687, nan, nan, nan, nan, nan]]","[0, 0, 61.28]",00
395,16220,DIABETE3,RESP046,"[[8.86, 10.65, nan, nan, nan, nan, nan], [6.21, 7.95, nan, nan, nan, nan, nan]]","[0, 1.7900000000000014, -3590.830000000003]",0+
396,16220,DRNKANY5,RESP046,"[[58.77, 55.2, nan, nan, nan, nan, nan], [54.03, 49.67, nan, nan, nan, nan, nan]]","[0, -3.5700000000000016, 7238.0400000000045]",0-
397,16220,_HCVU651,RESP046,"[[75.12, 74.73, nan, nan, nan, nan, nan], [69.81, 68.79, nan, nan, nan, nan, nan]]","[0, 0, 74.92500000000001]",00
398,16220,_RFHLTH,RESP061,"[[81.45, 83.36, nan, nan, nan, nan, nan], [77.78, 79.64, nan, nan, nan, nan, nan]]","[0, 1.9099999999999968, -3759.5599999999936]",0+
399,16220,_RFHYPE5,RESP046,"[[30.26, nan, nan, nan, nan, nan, nan], [25.93, nan, nan, nan, nan, nan, nan]]","[0, 0, 30.26]",00
400,16220,_RFSMOK3,RESP046,"[[30.56, 25.26, nan, nan, nan, nan, nan], [25.93, 20.16, nan, nan, nan, nan, nan]]","[0, -5.299999999999996, 10688.859999999993]",0-
401,16220,_TOTINDA,RESP046,"[[74.86, 80.55, nan, nan, nan, nan, nan], [70.63, 76.55, nan, nan, nan, nan, nan]]","[0, 5.689999999999998, -11367.729999999998]",0+
402,16300,BLOODCHO,RESP046,"[[84.0, nan, 81.06, nan, nan, nan, nan], [79.73, nan, 76.55, nan, nan, nan, nan]]","[0, -1.4699999999999989, 3040.169999999998]",0-
403,16300,Custom_8,Custom_8,"[[45.035714285714285, nan, 50.61682704169751, nan, nan, nan, nan], [39.012278250023705, nan, 43.70113542513876, nan, nan, nan, nan]]","[0, 2.7905563779916123, -5566.773161855418]",0+
404,16300,Custom_9,Custom_9,"[[60.15, 63.410000000000004, 69.2, 68.84, nan, 66.96000000000001, 69.5], [50.50881231382772, 52.48785735306483, 58.16275396668173, 57.62386875968367, nan, 55.104246122662644, 59.585258450166236]]","[2140.96156756511, -0.5312232119510896, -2157082.295712999]",+-
405,16300,DIABETE3,RESP046,"[[7.87, 9.76, 9.76, 10.63, nan, 8.32, 8.43], [5.6, 7.23, 7.25, 7.83, nan, 5.95, 6.22]]","[1002.3387364598054, -0.24885487587339777, -1009295.8034614357]",+-
406,16300,DRNKANY5,RESP046,"[[63.08, 57.29, 58.56, 58.45, nan, 59.75, 65.0], [58.28, 52.14, 53.62, 53.35, nan, 54.32, 60.65]]","[-2605.92060246658, 0.6470418597469616, 2623852.908775849]",-+
407,16300,_HCVU651,RESP046,"[[85.66, 89.46, 85.41, 89.89, nan, 95.02, 93.73], [81.05, 85.36, 81.06, 85.52, nan, 91.79, 91.16]]","[0, 1.4766530061164707, -2883.996283130618]",0+
408,16300,_RFHLTH,RESP061,"[[87.66, 87.31, 84.97, 87.41, nan, 87.99, 86.39], [84.52, 84.21, 81.07, 84.04, nan, 84.95, 83.23]]","[0, 0.008129567680515499, 70.41944678012975]",0+
409,16300,_RFHYPE5,RESP046,"[[28.69, nan, 29.93, nan, nan, nan, 28.36], [24.79, nan, 25.56, nan, nan, nan, 24.46]]","[0, -0.1104725561539671, 251.51598109947545]",0-
410,16300,_RFSMOK3,RESP046,"[[23.34, 19.05, 18.14, 18.22, nan, 18.49, 18.08], [18.66, 14.91, 14.02, 13.93, nan, 13.92, 14.41]]","[-1409.1966182223935, 0.3496958436093266, 1419704.7449794742]",-+
411,16300,_TOTINDA,RESP046,"[[77.57, 78.8, 74.5, 76.15, nan, 75.66, 75.36], [73.61, 74.82, 69.99, 71.98, nan, 71.05, 71.26]]","[0, -0.3851345984346782, 851.8542156383942]",0-
412,16620,BLOODCHO,RESP046,"[[84.31, nan, 87.61, nan, 86.48, nan, nan], [81.13, nan, 84.59, nan, 83.52, nan, nan]]","[0, 0.5684128956940084, -1058.0960251953072]",0+
413,16620,Custom_8,Custom_8,"[[52.06974261653422, nan, 47.80276224175323, nan, 48.16142460684551, nan, nan], [46.978720222052374, nan, 42.81976381616842, nan, 43.20751381693721, nan, nan]]","[0, -0.9874942646493681, 2037.17840030158]",0-
414,16620,Custom_9,Custom_9,"[[68.16, 67.74, 72.77, 69.56, 70.38, 71.3, 75.48], [60.07354218461507, 58.892650114299755, 63.88817586303354, 60.73193112849701, 61.69481721551008, 62.9136718404298, 65.7701853776707]]","[0, 1.0069379920539958, -1957.1295707352629]",0+
415,16620,DIABETE3,RESP046,"[[13.72, 12.55, 14.9, 15.63, 17.44, 14.63, 19.21], [11.25, 10.12, 12.23, 12.79, 14.64, 12.22, 16.09]]","[0, 0.9011143074039594, -1799.2557584654799]",0+
416,16620,DRNKANY5,RESP046,"[[28.87, 28.94, 36.49, 31.9, 33.21, 38.73, 37.74], [25.32, 25.14, 32.49, 28.12, 29.53, 35.03, 33.53]]","[0, 1.4955645233601293, -2978.307446243615]",0+
417,16620,_HCVU651,RESP046,"[[76.33, 76.7, 74.67, 89.6, 89.68, 93.56, 90.79], [72.27, 72.13, 70.1, 86.41, 86.66, 91.33, 87.81]]","[0, 3.2540170819211514, -6470.0395740837885]",0+
418,16620,_RFHLTH,RESP061,"[[72.59, 74.38, 75.81, 75.46, 73.29, 72.9, 73.25], [69.22, 70.87, 72.48, 71.99, 69.88, 69.59, 69.6]]","[923.5867742892281, -0.22931901879738287, -929865.9829192546]",+-
419,16620,_RFHYPE5,RESP046,"[[39.0, nan, 43.35, nan, 43.32, nan, 45.02], [35.41, nan, 39.39, nan, 39.54, nan, 40.85]]","[0, 0.8679062806475255, -1705.2433565279425]",0+
420,16620,_RFSMOK3,RESP046,"[[27.87, 25.91, 26.16, 27.76, 23.83, 24.69, 24.77], [24.24, 22.15, 22.34, 23.94, 20.28, 21.24, 20.81]]","[0, -0.4858239166189146, 1004.3425253706599]",0-
421,16620,_TOTINDA,RESP046,"[[66.84, 70.39, 66.59, 72.28, 66.11, 74.6, 70.88], [63.31, 66.69, 62.61, 68.67, 62.39, 71.41, 67.02]]","[0, 0.6453029270412214, -1230.1845393178282]",0+
422,16700,BLOODCHO,RESP046,"[[79.04, nan, 83.41, nan, 80.1, nan, nan], [75.47, nan, 80.47, nan, 77.04, nan, nan]]","[0, 0.3489481089985587, -621.7647604502714]",0+
423,16700,Custom_8,Custom_8,"[[46.153846153846146, nan, 45.88178875434601, nan, 46.52933832709114, nan, nan], [41.087207723550655, nan, 41.48530122905841, nan, 42.168137070094055, nan, nan]]","[0, 0.08338109221278611, -121.64555148917808]",0+
424,16700,Custom_9,Custom_9,"[[61.8, 62.370000000000005, 62.61, 65.80000000000001, 62.65, 66.97, 66.97999999999999], [54.04032861520541, 55.41114952021529, 55.677806984799105, 58.12100918088843, 55.807047420886214, 59.314642398946994, 59.69381444101235]]","[0, 0.8959341529045971, -1740.14681466911]",0+
425,16700,DIABETE3,RESP046,"[[10.32, 11.66, 11.45, 10.51, 8.95, 11.13, 12.67], [8.22, 9.62, 9.47, 8.63, 7.34, 9.19, 10.63]]","[0, 0.1604489560727895, -312.0550643924353]",0+
426,16700,DRNKANY5,RESP046,"[[58.28, 59.42, 57.21, 55.87, 58.47, 59.75, 63.33], [54.5, 56.01, 53.72, 52.22, 55.22, 56.12, 60.12]]","[-1774.2183147772148, 0.4406255899225928, 1786069.0027658015]",-+
427,16700,_HCVU651,RESP046,"[[75.38, 77.68, 76.88, 78.62, 83.3, 86.88, 82.26], [71.5, 74.41, 73.39, 74.82, 80.16, 83.69, 78.97]]","[0, 1.6024416242691681, -3147.3122175755952]",0+
428,16700,_RFHLTH,RESP061,"[[82.52, 84.49, 83.68, 83.41, 84.25, 84.48, 83.94], [79.82, 82.16, 81.17, 80.72, 81.94, 81.95, 81.55]]","[0, 0.19712293164392994, -313.22548765026954]",0+
429,16700,_RFHYPE5,RESP046,"[[33.42, nan, 32.03, nan, 31.57, nan, 33.06], [30.07, nan, 29.03, nan, 28.77, nan, 30.06]]","[-717.3148412793662, 0.17806364106078545, 722442.6943685485]",-+
430,16700,_RFSMOK3,RESP046,"[[23.67, 20.21, 20.26, 21.6, 16.53, 17.62, 18.85], [20.34, 17.41, 17.4, 18.42, 14.06, 14.54, 15.85]]","[0, -0.8498898450197415, 1731.7146687613085]",0-
431,16700,_TOTINDA,RESP046,"[[75.63, 79.05, 78.1, 78.78, 77.37, 78.88, 75.54], [72.38, 76.27, 75.2, 76.02, 74.49, 76.0, 72.56]]","[1268.756661652708, -0.3149916960514358, -1277529.0136721348]",+-
432,16740,BLOODCHO,RESP046,"[[80.76, nan, 83.98, nan, 84.78, nan, nan], [77.6, nan, 81.45, nan, 82.31, nan, nan]]","[0, 1.048396965014877, -2027.2936778647193]",0+
433,16740,Custom_8,Custom_8,"[[43.32590391282813, nan, 49.833293641343175, nan, 42.8756782259967, nan, nan], [39.12968217912992, nan, 45.72669641081849, nan, 38.989342060372245, nan, nan]]","[0, -0.024539356453404115, 94.7975860810337]",0-
434,16740,Custom_9,Custom_9,"[[60.730000000000004, 64.28, 64.45, 62.730000000000004, 65.91, 65.22999999999999, 67.77], [53.96691638377877, 58.77294089372558, 58.0492187976779, 56.72646770642483, 59.28227037364981, 58.51282797600061, 58.7541029287153]]","[0, 0.9578985293751153, -1864.7620431018013]",0+
435,16740,DIABETE3,RESP046,"[[9.24, 9.96, 10.29, 10.73, 10.98, 9.83, 10.97], [7.67, 8.51, 8.68, 9.08, 9.26, 8.03, 8.68]]","[0, 0.1970672370215723, -386.6095476266128]",0+
436,16740,DRNKANY5,RESP046,"[[53.02, 48.95, 50.3, 50.54, 49.8, 53.5, 55.07], [49.63, 46.32, 47.18, 47.64, 46.68, 50.32, 51.05]]","[-1822.813467990112, 0.4526512693000842, 1835153.8979096331]",-+
437,16740,_HCVU651,RESP046,"[[77.01, 76.35, 76.95, 79.18, 83.16, 85.67, 82.6], [73.6, 73.9, 74.07, 76.46, 80.53, 83.16, 78.88]]","[0, 1.2766462487204269, -2491.1978333130746]",0+
438,16740,_RFHLTH,RESP061,"[[83.64, 82.6, 82.03, 82.23, 82.28, 86.0, 82.09], [81.39, 80.74, 79.83, 80.15, 79.91, 83.88, 78.95]]","[0, -0.021587947928881628, 126.33656769682784]",0-
439,16740,_RFHYPE5,RESP046,"[[28.33, nan, 36.27, nan, 34.17, nan, 32.35], [25.64, nan, 33.41, nan, 31.37, nan, 28.74]]","[2409.52899007354, -0.5980658072516595, -2426883.3995506004]",+-
440,16740,_RFSMOK3,RESP046,"[[18.72, 18.55, 19.61, 19.06, 15.97, 17.1, 14.57], [16.03, 16.51, 17.18, 16.67, 13.58, 14.65, 11.63]]","[802.5580047524239, -0.19941554081450955, -807464.8266346372]",+-
441,16740,_TOTINDA,RESP046,"[[76.9, 78.63, 76.08, 79.17, 74.27, 78.21, 74.54], [74.16, 76.63, 73.51, 76.99, 71.51, 75.7, 70.91]]","[0, -0.3950674046486522, 872.1324025434876]",0-
442,16860,BLOODCHO,RESP046,"[[82.35, nan, 84.98, nan, nan, nan, nan], [73.65, nan, 79.32, nan, nan, nan, nan]]","[0, 1.3150000000000053, -2562.1150000000102]",0+
443,16860,Custom_8,Custom_8,"[[41.28718882817244, nan, 46.15203577312308, nan, nan, nan, nan], [31.689842855276257, nan, 38.64516012761737, nan, nan, nan, nan]]","[0, 2.4324234724753215, -4850.316414319699]",0+
444,16860,Custom_9,Custom_9,"[[65.51, 66.58, 65.98, nan, nan, 69.21000000000001, nan], [47.510388893089946, 53.60141764290105, 53.704149723949875, nan, nan, 56.0451946463307, nan]]","[0, 0, 66.82]",00
445,16860,DIABETE3,RESP046,"[[15.2, 12.87, 14.32, nan, nan, 15.17, nan], [10.2, 8.93, 10.56, nan, nan, 11.35, nan]]","[0, 0.08105263988178751, -148.64176244735174]",0+
446,16860,DRNKANY5,RESP046,"[[37.16, 44.97, 37.21, nan, nan, 36.88, nan], [28.1, 38.7, 30.9, nan, nan, 31.24, nan]]","[0, -0.27930292519160493, 600.7952742938751]",0-
