,Locationabbr,QuestionID,RESPONSEID,mean_and_cl,param_list,trend_class
0,10020,BLOODCHO,RESP046,"[[75.37, nan, nan, nan, nan, nan, nan], [66.49, nan, nan, nan, nan, nan, nan]]","[0, 0, 75.37]",00
1,10020,Custom_8,Custom_8,"[[46.70293220114104, nan, nan, nan, nan, nan, nan], [36.662352908239626, nan, nan, nan, nan, nan, nan]]","[0, 0, 46.70293220114104]",00
2,10020,Custom_9,Custom_9,"[[59.519999999999996, nan, nan, nan, nan, nan, nan], [44.72474400356654, nan, nan, nan, nan, nan, nan]]","[0, 0, 59.519999999999996]",00
3,10020,DIABETE3,RESP046,"[[11.1, nan, nan, nan, nan, nan, nan], [7.77, nan, nan, nan, nan, nan, nan]]","[0, 0, 11.1]",00
4,10020,DRNKANY5,RESP046,"[[55.12, nan, nan, nan, nan, nan, nan], [46.79, nan, nan, nan, nan, nan, nan]]","[0, 0, 55.12]",00
5,10020,_HCVU651,RESP046,"[[80.58, nan, nan, nan, nan, nan, nan], [73.39, nan, nan, nan, nan, nan, nan]]","[0, 0, 80.58]",00
6,10020,_RFHLTH,RESP061,"[[80.3, nan, nan, nan, nan, nan, nan], [75.28, nan, nan, nan, nan, nan, nan]]","[0, 0, 80.3]",00
7,10020,_RFHYPE5,RESP046,"[[33.58, nan, nan, nan, nan, nan, nan], [26.97, nan, nan, nan, nan, nan, nan]]","[0, 0, 33.58]",00
8,10020,_RFSMOK3,RESP046,"[[16.2, nan, nan, nan, nan, nan, nan], [11.91, nan, nan, nan, nan, nan, nan]]","[0, 0, 16.2]",00
9,10020,_TOTINDA,RESP046,"[[67.56, nan, nan, nan, nan, nan, nan], [59.78, nan, nan, nan, nan, nan, nan]]","[0, 0, 67.56]",00
10,10100,BLOODCHO,RESP046,"[[76.26, nan, nan, nan, 85.18, nan, nan], [69.01, nan, nan, nan, 80.55, nan, nan]]","[0, 2.23, -4408.27]",0+
11,10100,Custom_8,Custom_8,"[[58.025177025963806, nan, nan, nan, 33.17680206621272, nan, nan], [46.21915022717715, nan, nan, nan, 27.56122049648114, nan, nan]]","[0, -6.21209373993777, 12550.54568804082]",0-
12,10100,Custom_9,Custom_9,"[[62.04, nan, nan, 74.14, 69.82000000000001, nan, 65.64], [46.35575312614597, nan, nan, 62.24665312033656, 58.40246523981644, nan, 51.24253841817941]]","[3865.114686108272, -0.95943035561634, -3892631.0186791685]",+-
13,10100,DIABETE3,RESP046,"[[6.11, nan, nan, 7.33, 8.59, nan, 12.1], [3.82, nan, nan, 5.25, 5.92, nan, 8.12]]","[-775.0510878967522, 0.1926639953143731, 779477.3342074337]",-+
14,10100,DRNKANY5,RESP046,"[[48.89, nan, nan, 62.47, 59.13, nan, 52.77], [41.52, nan, nan, 57.08, 53.64, nan, 45.54]]","[4632.508421660158, -1.1499274280464644, -4665479.796203081]",+-
15,10100,_HCVU651,RESP046,"[[85.05, nan, nan, 90.71, 89.39, nan, 88.38], [78.27, nan, nan, 85.4, 85.12, nan, 82.7]]","[1566.9386717641428, -0.388880309154942, -1578349.5533218405]",+-
16,10100,_RFHLTH,RESP061,"[[79.82, nan, nan, 83.65, 88.35, nan, 86.74], [74.29, nan, nan, 79.67, 85.17, nan, 82.49]]","[0, 1.282006008015134, -2498.0232438082867]",0+
17,10100,_RFHYPE5,RESP046,"[[31.97, nan, nan, nan, 28.62, nan, 31.58], [25.44, nan, nan, nan, 24.19, nan, 25.37]]","[0, -0.13993223714594388, 313.0026026310253]",0-
18,10100,_RFSMOK3,RESP046,"[[24.08, nan, nan, 18.64, 15.04, nan, 16.27], [17.51, nan, nan, 13.29, 10.71, nan, 10.68]]","[-1072.47197723329, 0.26591911158084297, 1081356.2395169511]",-+
19,10100,_TOTINDA,RESP046,"[[70.68, nan, nan, 74.24, 74.82, nan, 69.26], [64.15, nan, nan, 68.83, 69.82, nan, 61.87]]","[2162.0079997538596, -0.536798312503492, -2176850.128482347]",+-
20,10380,BLOODCHO,RESP046,"[[nan, nan, 83.06, nan, nan, nan, nan], [nan, nan, 78.61, nan, nan, nan, nan]]","[0, 0, 83.06]",00
21,10380,Custom_8,Custom_8,"[[nan, nan, 42.583674452203226, nan, nan, nan, nan], [nan, nan, 35.81848563791762, nan, nan, nan, nan]]","[0, 0, 42.583674452203226]",00
22,10380,Custom_9,Custom_9,"[[nan, 67.84, 63.540000000000006, 68.3, nan, nan, nan], [nan, 58.03710246916761, 53.03557712199286, 57.033407791173055, nan, nan, nan]]","[0, 0.4400076034998146, -819.184101823979]",0+
23,10380,DIABETE3,RESP046,"[[nan, 15.16, 14.75, 18.51, nan, nan, nan], [nan, 11.85, 11.42, 14.81, nan, nan, nan]]","[0, 1.7473829836676624, -3501.299478495722]",0+
24,10380,DRNKANY5,RESP046,"[[nan, 24.88, 23.97, 25.61, nan, nan, nan], [nan, 20.45, 18.78, 20.81, nan, nan, nan]]","[0, 0.4046525554883423, -789.8159742204789]",0+
25,10380,_HCVU651,RESP046,"[[nan, 92.33, 97.79, 89.49, nan, nan, nan], [nan, 89.25, 96.18, 85.55, nan, nan, nan]]","[0, -1.584655867021292, 3281.504371761917]",0-
26,10380,_RFHLTH,RESP061,"[[nan, 62.68, 65.57, 67.11, nan, nan, nan], [nan, 58.09, 60.61, 62.45, nan, nan, nan]]","[0, 2.2112698477917347, -4386.144733005483]",0+
27,10380,_RFHYPE5,RESP046,"[[nan, nan, 40.27, nan, nan, nan, nan], [nan, nan, 35.27, nan, nan, nan, nan]]","[0, 0, 40.27]",00
28,10380,_RFSMOK3,RESP046,"[[nan, 12.65, 12.68, 10.55, nan, nan, nan], [nan, 9.0, 8.62, 7.26, nan, nan, nan]]","[0, -1.0043747963412548, 2033.8474246661765]",0-
29,10380,_TOTINDA,RESP046,"[[nan, 52.72, 56.35, 56.84, nan, nan, nan], [nan, 47.88, 51.12, 51.63, nan, nan, nan]]","[0, 2.019332861251955, -4009.583997392441]",0+
30,10420,BLOODCHO,RESP046,"[[80.34, nan, 80.11, nan, 76.91, nan, nan], [75.34, nan, 74.7, nan, 69.95, nan, nan]]","[0, -0.9303406758570256, 1951.8571943780867]",0-
31,10420,Custom_8,Custom_8,"[[47.29897933781429, nan, 46.69828985145424, nan, 45.81978936419191, nan, nan], [40.199866371733535, nan, 39.2902253065971, nan, 37.03086385023036, nan, nan]]","[0, -0.37433007537769164, 800.128924625219]",0-
32,10420,Custom_9,Custom_9,"[[62.09, 63.68000000000001, 66.32, nan, 62.2, nan, nan], [51.08709129366239, 53.15253116841471, 54.31098255476327, nan, 48.62640430836398, nan, nan]]","[3757.5533302857057, -0.9332889516961348, -3782044.551513058]",+-
33,10420,DIABETE3,RESP046,"[[8.39, 8.43, 9.4, nan, 9.83, nan, nan], [5.69, 6.2, 6.66, nan, 6.95, nan, nan]]","[0, 0.3846756552523616, -765.2186121253407]",0+
34,10420,DRNKANY5,RESP046,"[[63.31, 57.32, 53.49, nan, 58.55, nan, nan], [58.08, 52.44, 47.81, nan, 52.12, nan, nan]]","[-7273.178260147589, 1.8062439192678252, 7321755.990777633]",-+
35,10420,_HCVU651,RESP046,"[[86.64, 79.14, 87.3, nan, 93.4, nan, nan], [81.99, 73.79, 83.24, nan, 89.44, nan, nan]]","[0, 2.3974018057965387, -4739.338048566732]",0+
36,10420,_RFHLTH,RESP061,"[[80.99, 79.46, 79.01, nan, 85.68, nan, nan], [76.93, 75.44, 74.29, nan, 81.52, nan, nan]]","[-4205.855675316319, 1.0449543403651262, 4232135.088666621]",-+
37,10420,_RFHYPE5,RESP046,"[[30.37, nan, 31.19, nan, 35.93, nan, nan], [25.92, nan, 26.47, nan, 30.19, nan, nan]]","[0, 1.4658248996492051, -2918.1640799525617]",0+
38,10420,_RFSMOK3,RESP046,"[[26.88, 21.73, 20.12, nan, 27.8, nan, nan], [21.84, 17.4, 15.69, nan, 20.8, nan, nan]]","[-7253.825987831854, 1.8018018538054736, 7300766.232597559]",-+
39,10420,_TOTINDA,RESP046,"[[78.83, 77.74, 75.69, nan, 70.38, nan, nan], [74.79, 73.76, 71.03, nan, 63.42, nan, nan]]","[1142.1248864918568, -0.28421535016812266, -1147333.001642914]",+-
40,10580,BLOODCHO,RESP046,"[[nan, nan, nan, nan, 82.7, nan, nan], [nan, nan, nan, nan, 78.56, nan, nan]]","[0, 0, 82.7]",00
41,10580,Custom_8,Custom_8,"[[nan, nan, nan, nan, 46.4328899637243, nan, nan], [nan, nan, nan, nan, 40.95733968267578, nan, nan]]","[0, 0, 46.4328899637243]",00
42,10580,Custom_9,Custom_9,"[[nan, nan, nan, nan, 64.28999999999999, 63.650000000000006, 63.28], [nan, nan, nan, nan, 55.17705865266323, 58.025082222823166, 52.3927046517512]]","[0, 0, 63.74]",00
43,10580,DIABETE3,RESP046,"[[nan, nan, nan, nan, 10.18, 8.76, 11.06], [nan, nan, nan, nan, 7.71, 7.43, 7.94]]","[0, 0.4850162995159544, -967.3690471387985]",0+
44,10580,DRNKANY5,RESP046,"[[nan, nan, nan, nan, 57.64, 61.58, 62.71], [nan, nan, nan, nan, 53.27, 58.84, 57.42]]","[0, 2.4973685786093722, -4974.320697541745]",0+
45,10580,_HCVU651,RESP046,"[[nan, nan, nan, nan, 95.06, 93.95, 91.63], [nan, nan, nan, nan, 92.61, 92.46, 88.08]]","[0, -1.7407781089757624, 3602.8263346220297]",0-
46,10580,_RFHLTH,RESP061,"[[nan, nan, nan, nan, 87.22, 85.9, 83.34], [nan, nan, nan, nan, 84.34, 84.16, 79.6]]","[0, -1.9601054574313064, 4036.931290757794]",0-
47,10580,_RFHYPE5,RESP046,"[[nan, nan, nan, nan, 31.77, nan, 32.22], [nan, nan, nan, nan, 28.07, nan, 27.56]]","[0, 0.22499999999999962, -421.6049999999993]",0+
48,10580,_RFSMOK3,RESP046,"[[nan, nan, nan, nan, 13.49, 16.71, 15.77], [nan, nan, nan, nan, 10.45, 14.63, 11.65]]","[0, 1.0460784574210042, -2093.9457541716783]",0+
49,10580,_TOTINDA,RESP046,"[[nan, nan, nan, nan, 74.53, 77.93, 77.57], [nan, nan, nan, nan, 70.49, 75.68, 73.08]]","[0, 1.4956588184907071, -2938.9668357087708]",0+
50,10740,BLOODCHO,RESP046,"[[75.93, nan, 75.34, nan, 78.11, nan, nan], [73.73, nan, 72.69, nan, 74.9, nan, nan]]","[0, 0.6503901216813333, -1232.7995057689063]",0+
51,10740,Custom_8,Custom_8,"[[44.60687475306202, nan, 48.38067427661269, nan, 43.97644347714761, nan, nan], [41.25289825631645, nan, 44.172066920762944, nan, 39.22784656097298, nan, nan]]","[0, -0.4112568937131236, 873.6691143925726]",0-
52,10740,Custom_9,Custom_9,"[[59.730000000000004, 59.5, 60.55, 64.13, 63.5, 64.25, 64.03], [55.09465750995679, 55.14234007751867, 54.98061942402927, 57.68764018390776, 55.9994600194386, 56.71922978706693, 57.549506191654835]]","[618.3486978035548, -0.15328842423363062, -623523.4686242417]",+-
53,10740,DIABETE3,RESP046,"[[8.46, 8.72, 9.98, 11.23, 11.0, 9.34, 9.13], [7.26, 7.64, 8.29, 9.51, 9.0, 7.52, 7.44]]","[1030.1129573783514, -0.25570280638499787, -1037456.0401598141]",+-
54,10740,DRNKANY5,RESP046,"[[55.77, 51.35, 51.74, 51.43, 51.98, 52.23, 54.38], [53.36, 49.14, 48.88, 48.22, 48.39, 48.6, 51.19]]","[-1525.392480772439, 0.37867126299318576, 1536226.8526683664]",-+
55,10740,_HCVU651,RESP046,"[[78.25, 76.44, 76.25, 83.6, 86.79, 89.75, 86.14], [75.92, 74.23, 73.29, 80.58, 83.54, 87.01, 83.49]]","[0, 2.287013332905919, -4523.528813105219]",0+
56,10740,_RFHLTH,RESP061,"[[83.74, 82.27, 80.75, 81.12, 82.24, 79.13, 80.83], [82.13, 80.62, 78.44, 78.73, 79.63, 76.37, 78.4]]","[0, -0.43947770709909745, 966.4467790607448]",0-
57,10740,_RFHYPE5,RESP046,"[[25.61, nan, 26.82, nan, 28.19, nan, 28.53], [23.73, nan, 24.51, nan, 25.35, nan, 25.86]]","[250.45463309091969, -0.062051128404839964, -252696.49006828698]",+-
58,10740,_RFSMOK3,RESP046,"[[22.35, 18.71, 19.14, 19.43, 18.18, 16.25, 16.73], [20.31, 16.93, 16.89, 16.69, 15.32, 13.39, 14.28]]","[0, -0.8588467663429068, 1748.4845687727873]",0-
59,10740,_TOTINDA,RESP046,"[[76.29, 81.1, 77.38, 78.69, 81.37, 82.6, 77.58], [74.23, 79.43, 74.95, 76.04, 78.61, 79.97, 74.88]]","[1126.18792574015, -0.2794636524767225, -1134502.9570605545]",+-
60,10900,BLOODCHO,RESP046,"[[81.19, nan, 82.53, nan, 83.45, nan, nan], [77.25, nan, 78.45, nan, 77.45, nan, nan]]","[0, 0.553428971663486, -1031.6742889184145]",0+
61,10900,Custom_8,Custom_8,"[[40.55918216529129, nan, 50.80576759966073, nan, 39.48472139005393, nan, nan], [34.920594174921355, nan, 44.53721883247944, nan, 31.977008988459577, nan, nan]]","[0, -0.7582621509475246, 1569.9171621288442]",0-
62,10900,Custom_9,Custom_9,"[[66.32000000000001, 64.00999999999999, 69.53, 66.6, 68.67, 63.839999999999996, 63.65], [56.45894021922594, 55.52962264990524, 59.68578850288151, 56.6386095348089, 54.48695025743758, 51.202338032689745, 51.10565864622618]]","[1644.530768129434, -0.40836762131306625, -1655597.9082981092]",+-
63,10900,DIABETE3,RESP046,"[[12.07, 10.02, 10.07, 12.04, 13.17, 11.13, 11.43], [8.93, 7.67, 7.29, 9.32, 9.27, 7.58, 7.92]]","[0, 0.06996151698548272, -129.28591976944708]",0+
64,10900,DRNKANY5,RESP046,"[[59.35, 54.96, 55.13, 58.81, 57.23, 60.04, 58.99], [54.65, 50.92, 50.52, 54.01, 50.62, 54.32, 52.74]]","[-800.3245906913372, 0.19877132467866315, 805655.3335627146]",-+
65,10900,_HCVU651,RESP046,"[[84.9, 89.06, 84.79, 84.94, 92.09, 90.77, 91.89], [81.04, 86.16, 80.54, 80.55, 87.54, 86.42, 88.07]]","[0, 1.2974162731861953, -2524.908286291793]",0+
66,10900,_RFHLTH,RESP061,"[[84.4, 83.18, 79.12, 84.41, 81.6, 84.0, 82.92], [81.13, 80.12, 75.24, 81.1, 76.6, 79.57, 78.67]]","[0, 0.07934149987254402, -77.2286974091011]",0+
67,10900,_RFHYPE5,RESP046,"[[34.81, nan, 36.91, nan, 36.31, nan, 32.67], [30.44, nan, 32.68, nan, 30.49, nan, 27.36]]","[1454.2872062517622, -0.3611315943823219, -1464076.9179534756]",+-
68,10900,_RFSMOK3,RESP046,"[[28.3, 20.83, 20.48, 20.27, 17.54, 16.13, 18.56], [23.89, 17.32, 16.6, 16.19, 12.72, 11.92, 13.66]]","[-1942.4892240671845, 0.48186469160819995, 1957654.1714366102]",-+
69,10900,_TOTINDA,RESP046,"[[69.08, 79.01, 73.3, 76.03, 70.69, 73.04, 78.98], [64.61, 75.83, 69.26, 72.19, 64.57, 68.18, 74.3]]","[0, 0.7110436299758042, -1358.7706428960073]",0+
70,11244,Custom_9,Custom_9,"[[nan, 59.7, nan, nan, nan, nan, nan], [nan, 50.90840742527271, nan, nan, nan, nan, nan]]","[0, 0, 59.7]",00
71,11244,DIABETE3,RESP046,"[[nan, 9.45, nan, nan, nan, nan, nan], [nan, 7.04, nan, nan, nan, nan, nan]]","[0, 0, 9.45]",00
72,11244,DRNKANY5,RESP046,"[[nan, 61.24, nan, nan, nan, nan, nan], [nan, 56.69, nan, nan, nan, nan, nan]]","[0, 0, 61.24]",00
73,11244,_HCVU651,RESP046,"[[nan, 82.42, nan, nan, nan, nan, nan], [nan, 78.89, nan, nan, nan, nan, nan]]","[0, 0, 82.42]",00
74,11244,_RFHLTH,RESP061,"[[nan, 86.99, nan, nan, nan, nan, nan], [nan, 84.25, nan, nan, nan, nan, nan]]","[0, 0, 86.99]",00
75,11244,_RFSMOK3,RESP046,"[[nan, 9.96, nan, nan, nan, nan, nan], [nan, 7.22, nan, nan, nan, nan, nan]]","[0, 0, 9.96]",00
76,11244,_TOTINDA,RESP046,"[[nan, 84.35, nan, nan, nan, nan, nan], [nan, 81.16, nan, nan, nan, nan, nan]]","[0, 0, 84.35]",00
77,11260,BLOODCHO,RESP046,"[[74.44, nan, 76.97, nan, 76.79, nan, nan], [70.85, nan, 73.93, nan, 72.73, nan, nan]]","[0, 0.5674216256059307, -1066.276691188187]",0+
78,11260,Custom_8,Custom_8,"[[44.46534121440086, nan, 48.74626477848513, nan, 46.24300039067587, nan, nan], [38.95319498795962, nan, 43.86800667723452, nan, 40.04917868884204, nan, nan]]","[0, 0.3932801791374735, -745.4377507105337]",0+
79,11260,Custom_9,Custom_9,"[[66.63, 65.06, 66.75, 64.21000000000001, 68.52000000000001, 65.49000000000001, 64.37], [58.84791801636605, 58.67851898067541, 59.971025151248895, 57.89443193370542, 59.583015049805674, 55.17073161508046, 54.555622791027446]]","[0, -0.21510256466567348, 499.2411821325061]",0-
80,11260,DIABETE3,RESP046,"[[9.03, 7.81, 7.78, 8.46, 8.11, 7.38, 7.43], [6.62, 6.14, 6.04, 6.89, 5.78, 5.17, 5.47]]","[0, -0.22449219454908387, 460.1787933236859]",0-
81,11260,DRNKANY5,RESP046,"[[58.96, 59.0, 56.53, 58.43, 57.33, 57.95, 59.46], [55.1, 55.75, 53.22, 55.37, 52.88, 53.03, 54.91]]","[-876.0365287406569, 0.21748948422416028, 882214.8808035734]",-+
82,11260,_HCVU651,RESP046,"[[79.07, 80.89, 81.01, 83.34, 79.98, 89.28, 88.2], [75.7, 78.17, 78.07, 80.75, 75.53, 86.01, 84.97]]","[-1503.5604265026261, 0.3736485721939305, 1512659.897130592]",-+
83,11260,_RFHLTH,RESP061,"[[83.85, 86.26, 86.1, 86.79, 86.82, 86.78, 80.86], [80.85, 84.14, 83.83, 84.81, 84.25, 84.02, 77.02]]","[2306.1984916970423, -0.5726258084543239, -2321913.57430419]",+-
84,11260,_RFHYPE5,RESP046,"[[28.97, nan, 29.32, nan, 27.09, nan, 32.11], [25.74, nan, 26.46, nan, 23.62, nan, 28.13]]","[-1360.6736896108987, 0.3379014966170784, 1369829.6909325824]",-+
85,11260,_RFSMOK3,RESP046,"[[19.62, 18.13, 19.49, 18.2, 16.23, 15.46, 19.74], [16.6, 15.62, 16.77, 15.85, 12.94, 12.15, 15.66]]","[-1172.428089007667, 0.29101014118152074, 1180892.8814414793]",-+
86,11260,_TOTINDA,RESP046,"[[79.05, 83.37, 79.01, 82.47, 76.44, 81.94, 81.87], [76.07, 80.98, 76.17, 80.22, 72.44, 77.77, 78.56]]","[0, 0.21857462838935024, -360.14831059073657]",0+
87,11700,BLOODCHO,RESP046,"[[83.32, nan, nan, nan, nan, nan, nan], [77.66, nan, nan, nan, nan, nan, nan]]","[0, 0, 83.32]",00
88,11700,Custom_8,Custom_8,"[[47.395583293326936, nan, nan, nan, nan, nan, nan], [39.441660766039185, nan, nan, nan, nan, nan, nan]]","[0, 0, 47.395583293326936]",00
89,11700,Custom_9,Custom_9,"[[57.17, 58.72, nan, nan, nan, nan, nan], [46.02924149799485, 49.3063450243808, nan, nan, nan, nan, nan]]","[0, 1.5499999999999972, -3059.8799999999947]",0+
90,11700,DIABETE3,RESP046,"[[8.61, 8.33, nan, nan, nan, nan, nan], [6.08, 5.9, nan, nan, nan, nan, nan]]","[0, -0.2799999999999992, 571.6899999999982]",0-
91,11700,DRNKANY5,RESP046,"[[45.21, 49.56, nan, nan, nan, nan, nan], [38.76, 44.41, nan, nan, nan, nan, nan]]","[0, 4.3500000000000005, -8702.64]",0+
92,11700,_HCVU651,RESP046,"[[72.88, 72.11, nan, nan, nan, nan, nan], [65.55, 66.17, nan, nan, nan, nan, nan]]","[0, -0.7699999999999961, 1621.3499999999924]",0-
93,11700,_RFHLTH,RESP061,"[[82.02, 83.62, nan, nan, nan, nan, nan], [77.86, 80.11, nan, nan, nan, nan, nan]]","[0, 1.6000000000000092, -3135.580000000018]",0+
94,11700,_RFHYPE5,RESP046,"[[29.69, nan, nan, nan, nan, nan, nan], [24.89, nan, nan, nan, nan, nan, nan]]","[0, 0, 29.69]",00
95,11700,_RFSMOK3,RESP046,"[[22.71, 23.26, nan, nan, nan, nan, nan], [16.95, 18.61, nan, nan, nan, nan, nan]]","[0, 0.5500000000000007, -1083.3400000000017]",0+
96,11700,_TOTINDA,RESP046,"[[74.93, 78.67, nan, nan, nan, nan, nan], [69.6, 74.79, nan, nan, nan, nan, nan]]","[0, 3.7399999999999944, -7446.209999999989]",0+
97,12060,BLOODCHO,RESP046,"[[81.22, nan, 80.74, nan, 83.49, nan, nan], [79.06, nan, 78.68, nan, 80.96, nan, nan]]","[0, 0.6032315088812996, -1132.4057672997235]",0+
98,12060,Custom_8,Custom_8,"[[42.90815070179759, nan, 44.847659152836265, nan, 40.08863336926578, nan, nan], [39.991582312983454, nan, 41.88093499562312, nan, 36.544211656272594, nan, nan]]","[0, -0.8024325867588747, 1657.8085509471794]",0-
99,12060,Custom_9,Custom_9,"[[60.339999999999996, 60.900000000000006, 62.58, 63.66, 62.519999999999996, 65.63, 63.480000000000004], [55.76038211200978, 55.43457229487024, 58.005538283032635, 58.55528649187831, 56.39866027735758, 60.106187910509625, 58.439871033396074]]","[0, 0.6830517393125479, -1312.9638142249707]",0+
100,12060,DIABETE3,RESP046,"[[8.3, 8.87, 9.54, 9.9, 8.93, 10.78, 10.35], [7.34, 7.56, 8.32, 8.53, 7.58, 9.43, 9.04]]","[0, 0.323087365989669, -641.160194278957]",0+
101,12060,DRNKANY5,RESP046,"[[57.64, 51.88, 52.12, 54.12, 56.46, 52.25, 53.78], [55.31, 49.18, 49.81, 51.61, 53.48, 49.62, 51.41]]","[0, -0.1449532076387909, 346.0236657932933]",0-
102,12060,_HCVU651,RESP046,"[[72.68, 74.25, 74.49, 77.92, 82.8, 82.94, 80.85], [70.15, 71.41, 72.12, 75.39, 79.88, 80.61, 78.87]]","[0, 1.946606348673224, -3842.1613156036337]",0+
103,12060,_RFHLTH,RESP061,"[[83.99, 86.53, 83.7, 84.69, 86.66, 84.17, 83.98], [82.27, 84.79, 82.03, 82.89, 84.8, 82.33, 82.31]]","[0, -0.059439016549998946, 204.57874985894324]",0-
104,12060,_RFHYPE5,RESP046,"[[29.32, nan, 30.73, nan, 31.67, nan, 30.82], [27.4, nan, 28.83, nan, 29.2, nan, 28.8]]","[596.3130000212348, -0.14797360229079795, -600733.0504176969]",+-
105,12060,_RFSMOK3,RESP046,"[[17.75, 17.33, 16.17, 14.62, 15.37, 14.02, 14.93], [15.91, 15.17, 14.35, 12.7, 13.19, 12.16, 13.24]]","[-465.2110872064315, 0.11535118646707293, 469063.42201472656]",-+
106,12060,_TOTINDA,RESP046,"[[76.58, 81.02, 75.97, 80.05, 75.61, 73.28, 72.28], [74.58, 78.96, 73.95, 78.11, 72.89, 71.01, 70.16]]","[1333.6861818400582, -0.33136752527849256, -1341874.7175584645]",+-
107,12100,BLOODCHO,RESP046,"[[84.37, nan, nan, nan, nan, nan, nan], [80.2, nan, nan, nan, nan, nan, nan]]","[0, 0, 84.37]",00
108,12100,Custom_8,Custom_8,"[[46.41460234680573, nan, nan, nan, nan, nan, nan], [40.85791339533369, nan, nan, nan, nan, nan, nan]]","[0, 0, 46.41460234680573]",00
109,12100,Custom_9,Custom_9,"[[58.66, 56.54, nan, nan, nan, nan, nan], [50.487919481551835, 47.52161877053315, nan, nan, nan, nan, nan]]","[0, -2.119999999999997, 4321.979999999994]",0-
110,12100,DIABETE3,RESP046,"[[10.33, 9.78, nan, nan, nan, nan, nan], [8.0, 7.6, nan, nan, nan, nan, nan]]","[0, -0.5500000000000007, 1116.3800000000012]",0-
111,12100,DRNKANY5,RESP046,"[[54.94, 57.28, nan, nan, nan, nan, nan], [50.12, 52.65, nan, nan, nan, nan, nan]]","[0, 2.3400000000000034, -4650.800000000007]",0+
112,12100,_HCVU651,RESP046,"[[79.13, 78.64, nan, nan, nan, nan, nan], [74.11, 74.07, nan, nan, nan, nan, nan]]","[0, -0.48999999999999483, 1064.5199999999895]",0-
113,12100,_RFHLTH,RESP061,"[[81.87, 83.53, nan, nan, nan, nan, nan], [78.54, 80.59, nan, nan, nan, nan, nan]]","[0, 1.6599999999999966, -3256.389999999993]",0+
114,12100,_RFHYPE5,RESP046,"[[35.4, nan, nan, nan, nan, nan, nan], [31.34, nan, nan, nan, nan, nan, nan]]","[0, 0, 35.4]",00
115,12100,_RFSMOK3,RESP046,"[[22.73, 22.0, nan, nan, nan, nan, nan], [18.34, 18.1, nan, nan, nan, nan, nan]]","[0, -0.7300000000000004, 1490.7600000000007]",0-
116,12100,_TOTINDA,RESP046,"[[74.34, 74.08, nan, nan, nan, nan, nan], [70.15, 70.38, nan, nan, nan, nan, nan]]","[0, -0.2600000000000051, 597.2000000000103]",0-
117,12260,BLOODCHO,RESP046,"[[82.41, nan, 85.49, nan, 80.33, nan, nan], [77.06, nan, 81.65, nan, 73.61, nan, nan]]","[0, -0.600262559582466, 1290.4147733314178]",0-
118,12260,Custom_8,Custom_8,"[[45.492051935444735, nan, 45.44391156860452, nan, 49.99377567533922, nan, nan], [39.12337261619282, nan, 39.24930330954584, nan, 40.89630059039414, nan, nan]]","[0, 1.2279428973073914, -2424.7052383455466]",0+
119,12260,Custom_9,Custom_9,"[[64.34, 65.32, 71.18, 65.53, 63.41, 65.05000000000001, 70.53999999999999], [53.05722995005216, 52.98132503062018, 60.14962375981672, 53.82039283323304, 50.679045597442425, 52.99701696674222, 58.26268351796696]]","[0, 0.3860313385906018, -711.1257530337346]",0+
120,12260,DIABETE3,RESP046,"[[12.59, 11.09, 15.05, 16.76, 14.16, 9.24, 13.45], [9.71, 8.37, 11.27, 12.25, 10.28, 6.71, 10.31]]","[1489.5059986578883, -0.3697907658298705, -1499906.0782621705]",+-
121,12260,DRNKANY5,RESP046,"[[49.51, 50.86, 46.66, 45.59, 45.13, 50.4, 46.84], [44.0, 44.9, 41.56, 39.75, 38.39, 44.32, 41.18]]","[-1247.3936219962343, 0.3095845881536996, 1256561.6406826547]",-+
122,12260,_HCVU651,RESP046,"[[68.54, 74.29, 82.64, 77.09, 84.89, 83.18, 82.06], [61.93, 68.1, 78.25, 70.43, 78.34, 77.24, 76.85]]","[2358.312614102728, -0.5849156289527702, -2377028.235596934]",+-
123,12260,_RFHLTH,RESP061,"[[79.86, 82.36, 78.67, 79.21, 80.37, 83.42, 81.73], [75.98, 78.26, 74.77, 74.31, 75.69, 79.52, 77.46]]","[0, 0.31223471337312675, -548.1607773513824]",0+
124,12260,_RFHYPE5,RESP046,"[[36.64, nan, 42.48, nan, 37.21, nan, 39.18], [31.99, nan, 37.64, nan, 31.25, nan, 33.99]]","[0, 0.0611744464924804, -84.48400218890754]",0+
125,12260,_RFSMOK3,RESP046,"[[22.84, 22.67, 18.81, 21.05, 18.63, 18.84, 16.74], [17.82, 17.5, 14.65, 16.15, 13.55, 14.1, 12.33]]","[0, -0.95656681357924, 1946.564116500631]",0-
126,12260,_TOTINDA,RESP046,"[[70.74, 75.81, 75.04, 75.99, 70.07, 70.21, 70.69], [65.57, 71.22, 70.75, 71.13, 63.68, 64.96, 65.75]]","[1275.4866086825348, -0.31680415922262456, -1283736.7335843404]",+-
127,12300,BLOODCHO,RESP046,"[[84.7, nan, nan, nan, nan, nan, nan], [81.17, nan, nan, nan, nan, nan, nan]]","[0, 0, 84.7]",00
128,12300,Custom_8,Custom_8,"[[47.62691853600945, nan, nan, nan, nan, nan, nan], [42.742597318870025, nan, nan, nan, nan, nan, nan]]","[0, 0, 47.62691853600945]",00
