,Locationabbr,QuestionID,RESPONSEID,Confidence_limit_High_2011,Confidence_limit_High_2012,Confidence_limit_High_2013,Confidence_limit_High_2014,Confidence_limit_High_2015,Confidence_limit_High_2016,Confidence_limit_High_2017,Confidence_limit_Low_2011,Confidence_limit_Low_2012,Confidence_limit_Low_2013,Confidence_limit_Low_2014,Confidence_limit_Low_2015,Confidence_limit_Low_2016,Confidence_limit_Low_2017,Data_value_2011,Data_value_2012,Data_value_2013,Data_value_2014,Data_value_2015,Data_value_2016,Data_value_2017,Sample_Size_2011,Sample_Size_2012,Sample_Size_2013,Sample_Size_2014,Sample_Size_2015,Sample_Size_2016,Sample_Size_2017,mean_and_cl,anova_p,param_list,trend_class
0,10020,BLOODCHO,RESP046,84.25,,,,,,,66.49,,,,,,,75.37,,,,,,,452.0,,,,,,,"[[75.37, nan, nan, nan, nan, nan, nan], [66.49, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 75.37]",00
1,10020,Custom_8,Custom_8,56.74351149404245,,,,,,,36.662352908239626,,,,,,,46.70293220114104,,,,,,,189.0,,,,,,,"[[46.70293220114104, nan, nan, nan, nan, nan, nan], [36.662352908239626, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 46.70293220114104]",00
2,10020,Custom_9,Custom_9,74.31525599643345,,,,,,,44.72474400356654,,,,,,,59.519999999999996,,,,,,,327.0,,,,,,,"[[59.519999999999996, nan, nan, nan, nan, nan, nan], [44.72474400356654, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 59.519999999999996]",00
3,10020,DIABETE3,RESP046,14.43,,,,,,,7.77,,,,,,,11.1,,,,,,,83.0,,,,,,,"[[11.1, nan, nan, nan, nan, nan, nan], [7.77, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 11.1]",00
4,10020,DRNKANY5,RESP046,63.45,,,,,,,46.79,,,,,,,55.12,,,,,,,248.0,,,,,,,"[[55.12, nan, nan, nan, nan, nan, nan], [46.79, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 55.12]",00
5,10020,_HCVU651,RESP046,87.77,,,,,,,73.39,,,,,,,80.58,,,,,,,270.0,,,,,,,"[[80.58, nan, nan, nan, nan, nan, nan], [73.39, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 80.58]",00
6,10020,_RFHLTH,RESP061,85.32,,,,,,,75.28,,,,,,,80.3,,,,,,,390.0,,,,,,,"[[80.3, nan, nan, nan, nan, nan, nan], [75.28, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 80.3]",00
7,10020,_RFHYPE5,RESP046,40.19,,,,,,,26.97,,,,,,,33.58,,,,,,,238.0,,,,,,,"[[33.58, nan, nan, nan, nan, nan, nan], [26.97, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 33.58]",00
8,10020,_RFSMOK3,RESP046,20.49,,,,,,,11.91,,,,,,,16.2,,,,,,,101.0,,,,,,,"[[16.2, nan, nan, nan, nan, nan, nan], [11.91, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 16.2]",00
9,10020,_TOTINDA,RESP046,75.34,,,,,,,59.78,,,,,,,67.56,,,,,,,311.0,,,,,,,"[[67.56, nan, nan, nan, nan, nan, nan], [59.78, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 67.56]",00
10,10100,BLOODCHO,RESP046,83.51,,,,89.81,,,69.01,,,,80.55,,,76.26,,,,85.18,,,474.0,,,,517.0,,,"[[76.26, nan, nan, nan, 85.18, nan, nan], [69.01, nan, nan, nan, 80.55, nan, nan]]",1.1102230246251565e-16,"[0, 2.23, -4408.27]",0+
11,10100,Custom_8,Custom_8,69.83120382475046,,,,38.792383635944304,,,46.21915022717715,,,,27.56122049648114,,,58.025177025963806,,,,33.17680206621272,,,216.0,,,,199.0,,,"[[58.025177025963806, nan, nan, nan, 33.17680206621272, nan, nan], [46.21915022717715, nan, nan, nan, 27.56122049648114, nan, nan]]",1.1102230246251565e-16,"[0, -6.21209373993777, 12550.54568804082]",0-
12,10100,Custom_9,Custom_9,77.72424687385403,,,86.03334687966344,81.23753476018356,,80.0374615818206,46.35575312614597,,,62.24665312033656,58.40246523981644,,51.24253841817941,62.04,,,74.14,69.82000000000001,,65.64,343.0,,,416.0,371.0,,323.0,"[[62.04, nan, nan, 74.14, 69.82000000000001, nan, 65.64], [46.35575312614597, nan, nan, 62.24665312033656, 58.40246523981644, nan, 51.24253841817941]]",5.440092820663267e-15,"[3865.114686108272, -0.95943035561634, -3892631.0186791685]",+-
13,10100,DIABETE3,RESP046,8.4,,,9.41,11.26,,16.08,3.82,,,5.25,5.92,,8.12,6.11,,,7.33,8.59,,12.1,57.0,,,61.0,65.0,,78.0,"[[6.11, nan, nan, 7.33, 8.59, nan, 12.1], [3.82, nan, nan, 5.25, 5.92, nan, 8.12]]",1.1102230246251565e-16,"[-775.0510878967522, 0.1926639953143731, 779477.3342074337]",-+
14,10100,DRNKANY5,RESP046,56.26,,,67.86,64.62,,60.0,41.52,,,57.08,53.64,,45.54,48.89,,,62.47,59.13,,52.77,288.0,,,343.0,309.0,,235.0,"[[48.89, nan, nan, 62.47, 59.13, nan, 52.77], [41.52, nan, nan, 57.08, 53.64, nan, 45.54]]",1.1102230246251565e-16,"[4632.508421660158, -1.1499274280464644, -4665479.796203081]",+-
15,10100,_HCVU651,RESP046,91.83,,,96.02,93.66,,94.06,78.27,,,85.4,85.12,,82.7,85.05,,,90.71,89.39,,88.38,299.0,,,354.0,303.0,,239.0,"[[85.05, nan, nan, 90.71, 89.39, nan, 88.38], [78.27, nan, nan, 85.4, 85.12, nan, 82.7]]",1.1102230246251565e-16,"[1566.9386717641428, -0.388880309154942, -1578349.5533218405]",+-
16,10100,_RFHLTH,RESP061,85.35,,,87.63,91.53,,90.99,74.29,,,79.67,85.17,,82.49,79.82,,,83.65,88.35,,86.74,448.0,,,514.0,506.0,,427.0,"[[79.82, nan, nan, 83.65, 88.35, nan, 86.74], [74.29, nan, nan, 79.67, 85.17, nan, 82.49]]",1.1102230246251565e-16,"[0, 1.282006008015134, -2498.0232438082867]",0+
17,10100,_RFHYPE5,RESP046,38.5,,,,33.05,,37.79,25.44,,,,24.19,,25.37,31.97,,,,28.62,,31.58,230.0,,,,219.0,,224.0,"[[31.97, nan, nan, nan, 28.62, nan, 31.58], [25.44, nan, nan, nan, 24.19, nan, 25.37]]",1.1102230246251565e-16,"[0, -0.13993223714594388, 313.0026026310253]",0-
18,10100,_RFSMOK3,RESP046,30.65,,,23.99,19.37,,21.86,17.51,,,13.29,10.71,,10.68,24.08,,,18.64,15.04,,16.27,85.0,,,72.0,65.0,,65.0,"[[24.08, nan, nan, 18.64, 15.04, nan, 16.27], [17.51, nan, nan, 13.29, 10.71, nan, 10.68]]",1.1102230246251565e-16,"[-1072.47197723329, 0.26591911158084297, 1081356.2395169511]",-+
19,10100,_TOTINDA,RESP046,77.21,,,79.65,79.82,,76.65,64.15,,,68.83,69.82,,61.87,70.68,,,74.24,74.82,,69.26,387.0,,,478.0,410.0,,364.0,"[[70.68, nan, nan, 74.24, 74.82, nan, 69.26], [64.15, nan, nan, 68.83, 69.82, nan, 61.87]]",1.1102230246251565e-16,"[2162.0079997538596, -0.536798312503492, -2176850.128482347]",+-
20,10380,BLOODCHO,RESP046,,,87.51,,,,,,,78.61,,,,,,,83.06,,,,,,,521.0,,,,,"[[nan, nan, 83.06, nan, nan, nan, nan], [nan, nan, 78.61, nan, nan, nan, nan]]",1.0,"[0, 0, 83.06]",00
21,10380,Custom_8,Custom_8,,,49.348863266488834,,,,,,,35.81848563791762,,,,,,,42.583674452203226,,,,,,,216.0,,,,,"[[nan, nan, 42.583674452203226, nan, nan, nan, nan], [nan, nan, 35.81848563791762, nan, nan, nan, nan]]",1.0,"[0, 0, 42.583674452203226]",00
22,10380,Custom_9,Custom_9,,77.6428975308324,74.04442287800715,79.56659220882695,,,,,58.03710246916761,53.03557712199286,57.033407791173055,,,,,67.84,63.540000000000006,68.3,,,,,339.0,372.0,356.0,,,,"[[nan, 67.84, 63.540000000000006, 68.3, nan, nan, nan], [nan, 58.03710246916761, 53.03557712199286, 57.033407791173055, nan, nan, nan]]",3.425931804912352e-08,"[0, 0.4400076034998146, -819.184101823979]",0+
23,10380,DIABETE3,RESP046,,18.47,18.08,22.21,,,,,11.85,11.42,14.81,,,,,15.16,14.75,18.51,,,,,93.0,123.0,128.0,,,,"[[nan, 15.16, 14.75, 18.51, nan, nan, nan], [nan, 11.85, 11.42, 14.81, nan, nan, nan]]",1.1102230246251565e-16,"[0, 1.7473829836676624, -3501.299478495722]",0+
24,10380,DRNKANY5,RESP046,,29.31,29.16,30.41,,,,,20.45,18.78,20.81,,,,,24.88,23.97,25.61,,,,,114.0,103.0,115.0,,,,"[[nan, 24.88, 23.97, 25.61, nan, nan, nan], [nan, 20.45, 18.78, 20.81, nan, nan, nan]]",1.887379141862766e-15,"[0, 0.4046525554883423, -789.8159742204789]",0+
25,10380,_HCVU651,RESP046,,95.41,99.4,93.43,,,,,89.25,96.18,85.55,,,,,92.33,97.79,89.49,,,,,361.0,378.0,330.0,,,,"[[nan, 92.33, 97.79, 89.49, nan, nan, nan], [nan, 89.25, 96.18, 85.55, nan, nan, nan]]",1.1102230246251565e-16,"[0, -1.584655867021292, 3281.504371761917]",0-
26,10380,_RFHLTH,RESP061,,67.27,70.53,71.77,,,,,58.09,60.61,62.45,,,,,62.68,65.57,67.11,,,,,321.0,352.0,333.0,,,,"[[nan, 62.68, 65.57, 67.11, nan, nan, nan], [nan, 58.09, 60.61, 62.45, nan, nan, nan]]",1.1102230246251565e-16,"[0, 2.2112698477917347, -4386.144733005483]",0+
27,10380,_RFHYPE5,RESP046,,,45.27,,,,,,,35.27,,,,,,,40.27,,,,,,,304.0,,,,,"[[nan, nan, 40.27, nan, nan, nan, nan], [nan, nan, 35.27, nan, nan, nan, nan]]",1.0,"[0, 0, 40.27]",00
28,10380,_RFSMOK3,RESP046,,16.3,16.74,13.84,,,,,9.0,8.62,7.26,,,,,12.65,12.68,10.55,,,,,47.0,52.0,50.0,,,,"[[nan, 12.65, 12.68, 10.55, nan, nan, nan], [nan, 9.0, 8.62, 7.26, nan, nan, nan]]",1.1102230246251565e-16,"[0, -1.0043747963412548, 2033.8474246661765]",0-
29,10380,_TOTINDA,RESP046,,57.56,61.58,62.05,,,,,47.88,51.12,51.63,,,,,52.72,56.35,56.84,,,,,279.0,299.0,309.0,,,,"[[nan, 52.72, 56.35, 56.84, nan, nan, nan], [nan, 47.88, 51.12, 51.63, nan, nan, nan]]",1.1102230246251565e-16,"[0, 2.019332861251955, -4009.583997392441]",0+
30,10420,BLOODCHO,RESP046,85.34,,85.52,,83.87,,,75.34,,74.7,,69.95,,,80.34,,80.11,,76.91,,,676.0,,611.0,,440.0,,,"[[80.34, nan, 80.11, nan, 76.91, nan, nan], [75.34, nan, 74.7, nan, 69.95, nan, nan]]",1.1102230246251565e-16,"[0, -0.9303406758570256, 1951.8571943780867]",0-
31,10420,Custom_8,Custom_8,54.39809230389504,,54.10635439631138,,54.608714878153464,,,40.199866371733535,,39.2902253065971,,37.03086385023036,,,47.29897933781429,,46.69828985145424,,45.81978936419191,,,277.0,,265.0,,187.0,,,"[[47.29897933781429, nan, 46.69828985145424, nan, 45.81978936419191, nan, nan], [40.199866371733535, nan, 39.2902253065971, nan, 37.03086385023036, nan, nan]]",0.0036427753867596113,"[0, -0.37433007537769164, 800.128924625219]",0-
32,10420,Custom_9,Custom_9,73.09290870633761,74.2074688315853,78.32901744523672,,75.77359569163602,,,51.08709129366239,53.15253116841471,54.31098255476327,,48.62640430836398,,,62.09,63.68000000000001,66.32,,62.2,,,467.0,433.0,446.0,,307.0,,,"[[62.09, 63.68000000000001, 66.32, nan, 62.2, nan, nan], [51.08709129366239, 53.15253116841471, 54.31098255476327, nan, 48.62640430836398, nan, nan]]",0.00015062206321048155,"[3757.5533302857057, -0.9332889516961348, -3782044.551513058]",+-
33,10420,DIABETE3,RESP046,11.09,10.66,12.14,,12.71,,,5.69,6.2,6.66,,6.95,,,8.39,8.43,9.4,,9.83,,,87.0,77.0,94.0,,75.0,,,"[[8.39, 8.43, 9.4, nan, 9.83, nan, nan], [5.69, 6.2, 6.66, nan, 6.95, nan, nan]]",1.1102230246251565e-16,"[0, 0.3846756552523616, -765.2186121253407]",0+
34,10420,DRNKANY5,RESP046,68.54,62.2,59.17,,64.98,,,58.08,52.44,47.81,,52.12,,,63.31,57.32,53.49,,58.55,,,424.0,396.0,343.0,,254.0,,,"[[63.31, 57.32, 53.49, nan, 58.55, nan, nan], [58.08, 52.44, 47.81, nan, 52.12, nan, nan]]",1.1102230246251565e-16,"[-7273.178260147589, 1.8062439192678252, 7321755.990777633]",-+
35,10420,_HCVU651,RESP046,91.29,84.49,91.36,,97.36,,,81.99,73.79,83.24,,89.44,,,86.64,79.14,87.3,,93.4,,,457.0,426.0,371.0,,283.0,,,"[[86.64, 79.14, 87.3, nan, 93.4, nan, nan], [81.99, 73.79, 83.24, nan, 89.44, nan, nan]]",1.1102230246251565e-16,"[0, 2.3974018057965387, -4739.338048566732]",0+
36,10420,_RFHLTH,RESP061,85.05,83.48,83.73,,89.84,,,76.93,75.44,74.29,,81.52,,,80.99,79.46,79.01,,85.68,,,617.0,591.0,533.0,,405.0,,,"[[80.99, 79.46, 79.01, nan, 85.68, nan, nan], [76.93, 75.44, 74.29, nan, 81.52, nan, nan]]",1.1102230246251565e-16,"[-4205.855675316319, 1.0449543403651262, 4232135.088666621]",-+
37,10420,_RFHYPE5,RESP046,34.82,,35.91,,41.67,,,25.92,,26.47,,30.19,,,30.37,,31.19,,35.93,,,314.0,,298.0,,230.0,,,"[[30.37, nan, 31.19, nan, 35.93, nan, nan], [25.92, nan, 26.47, nan, 30.19, nan, nan]]",1.1102230246251565e-16,"[0, 1.4658248996492051, -2918.1640799525617]",0+
38,10420,_RFSMOK3,RESP046,31.92,26.06,24.55,,34.8,,,21.84,17.4,15.69,,20.8,,,26.88,21.73,20.12,,27.8,,,162.0,136.0,118.0,,91.0,,,"[[26.88, 21.73, 20.12, nan, 27.8, nan, nan], [21.84, 17.4, 15.69, nan, 20.8, nan, nan]]",1.1102230246251565e-16,"[-7253.825987831854, 1.8018018538054736, 7300766.232597559]",-+
39,10420,_TOTINDA,RESP046,82.87,81.72,80.35,,77.34,,,74.79,73.76,71.03,,63.42,,,78.83,77.74,75.69,,70.38,,,549.0,561.0,459.0,,327.0,,,"[[78.83, 77.74, 75.69, nan, 70.38, nan, nan], [74.79, 73.76, 71.03, nan, 63.42, nan, nan]]",1.1102230246251565e-16,"[1142.1248864918568, -0.28421535016812266, -1147333.001642914]",+-
40,10580,BLOODCHO,RESP046,,,,,86.84,,,,,,,78.56,,,,,,,82.7,,,,,,,842.0,,,"[[nan, nan, nan, nan, 82.7, nan, nan], [nan, nan, nan, nan, 78.56, nan, nan]]",1.0,"[0, 0, 82.7]",00
41,10580,Custom_8,Custom_8,,,,,51.90844024477282,,,,,,,40.95733968267578,,,,,,,46.4328899637243,,,,,,,372.0,,,"[[nan, nan, nan, nan, 46.4328899637243, nan, nan], [nan, nan, nan, nan, 40.95733968267578, nan, nan]]",1.0,"[0, 0, 46.4328899637243]",00
42,10580,Custom_9,Custom_9,,,,,73.40294134733676,69.27491777717684,74.1672953482488,,,,,55.17705865266323,58.025082222823166,52.3927046517512,,,,,64.28999999999999,63.650000000000006,63.28,,,,,547.0,1749.0,379.0,"[[nan, nan, nan, nan, 64.28999999999999, 63.650000000000006, 63.28], [nan, nan, nan, nan, 55.17705865266323, 58.025082222823166, 52.3927046517512]]",0.13805005444672014,"[0, 0, 63.74]",00
43,10580,DIABETE3,RESP046,,,,,12.65,10.09,14.18,,,,,7.71,7.43,7.94,,,,,10.18,8.76,11.06,,,,,104.0,342.0,77.0,"[[nan, nan, nan, nan, 10.18, 8.76, 11.06], [nan, nan, nan, nan, 7.71, 7.43, 7.94]]",1.1102230246251565e-16,"[0, 0.4850162995159544, -967.3690471387985]",0+
44,10580,DRNKANY5,RESP046,,,,,62.01,64.32,68.0,,,,,53.27,58.84,57.42,,,,,57.64,61.58,62.71,,,,,524.0,1647.0,355.0,"[[nan, nan, nan, nan, 57.64, 61.58, 62.71], [nan, nan, nan, nan, 53.27, 58.84, 57.42]]",1.1102230246251565e-16,"[0, 2.4973685786093722, -4974.320697541745]",0+
45,10580,_HCVU651,RESP046,,,,,97.51,95.44,95.18,,,,,92.61,92.46,88.08,,,,,95.06,93.95,91.63,,,,,564.0,1804.0,389.0,"[[nan, nan, nan, nan, 95.06, 93.95, 91.63], [nan, nan, nan, nan, 92.61, 92.46, 88.08]]",1.1102230246251565e-16,"[0, -1.7407781089757624, 3602.8263346220297]",0-
46,10580,_RFHLTH,RESP061,,,,,90.1,87.64,87.08,,,,,84.34,84.16,79.6,,,,,87.22,85.9,83.34,,,,,801.0,2436.0,519.0,"[[nan, nan, nan, nan, 87.22, 85.9, 83.34], [nan, nan, nan, nan, 84.34, 84.16, 79.6]]",1.1102230246251565e-16,"[0, -1.9601054574313064, 4036.931290757794]",0-
47,10580,_RFHYPE5,RESP046,,,,,35.47,,36.88,,,,,28.07,,27.56,,,,,31.77,,32.22,,,,,371.0,,241.0,"[[nan, nan, nan, nan, 31.77, nan, 32.22], [nan, nan, nan, nan, 28.07, nan, 27.56]]",0.0009822330885564945,"[0, 0.22499999999999962, -421.6049999999993]",0+
48,10580,_RFSMOK3,RESP046,,,,,16.53,18.79,19.89,,,,,10.45,14.63,11.65,,,,,13.49,16.71,15.77,,,,,112.0,408.0,84.0,"[[nan, nan, nan, nan, 13.49, 16.71, 15.77], [nan, nan, nan, nan, 10.45, 14.63, 11.65]]",1.1102230246251565e-16,"[0, 1.0460784574210042, -2093.9457541716783]",0+
49,10580,_TOTINDA,RESP046,,,,,78.57,80.18,82.06,,,,,70.49,75.68,73.08,,,,,74.53,77.93,77.57,,,,,628.0,2234.0,439.0,"[[nan, nan, nan, nan, 74.53, 77.93, 77.57], [nan, nan, nan, nan, 70.49, 75.68, 73.08]]",1.1102230246251565e-16,"[0, 1.4956588184907071, -2938.9668357087708]",0+
50,10740,BLOODCHO,RESP046,78.13,,77.99,,81.32,,,73.73,,72.69,,74.9,,,75.93,,75.34,,78.11,,,2696.0,,1669.0,,1254.0,,,"[[75.93, nan, 75.34, nan, 78.11, nan, nan], [73.73, nan, 72.69, nan, 74.9, nan, nan]]",1.1102230246251565e-16,"[0, 0.6503901216813333, -1232.7995057689063]",0+
51,10740,Custom_8,Custom_8,47.9608512498076,,52.58928163246243,,48.725040393322246,,,41.25289825631645,,44.172066920762944,,39.22784656097298,,,44.60687475306202,,48.38067427661269,,43.97644347714761,,,1021.0,,660.0,,500.0,,,"[[44.60687475306202, nan, 48.38067427661269, nan, 43.97644347714761, nan, nan], [41.25289825631645, nan, 44.172066920762944, nan, 39.22784656097298, nan, nan]]",1.1102230246251565e-16,"[0, -0.4112568937131236, 873.6691143925726]",0-
52,10740,Custom_9,Custom_9,64.36534249004322,63.85765992248133,66.11938057597072,70.57235981609223,71.0005399805614,71.78077021293308,70.51049380834516,55.09465750995679,55.14234007751867,54.98061942402927,57.68764018390776,55.9994600194386,56.71922978706693,57.549506191654835,59.730000000000004,59.5,60.55,64.13,63.5,64.25,64.03,1887.0,1877.0,1228.0,1056.0,839.0,749.0,1008.0,"[[59.730000000000004, 59.5, 60.55, 64.13, 63.5, 64.25, 64.03], [55.09465750995679, 55.14234007751867, 54.98061942402927, 57.68764018390776, 55.9994600194386, 56.71922978706693, 57.549506191654835]]",1.1102230246251565e-16,"[618.3486978035548, -0.15328842423363062, -623523.4686242417]",+-
53,10740,DIABETE3,RESP046,9.66,9.8,11.67,12.95,13.0,11.16,10.82,7.26,7.64,8.29,9.51,9.0,7.52,7.44,8.46,8.72,9.98,11.23,11.0,9.34,9.13,346.0,358.0,223.0,227.0,187.0,154.0,173.0,"[[8.46, 8.72, 9.98, 11.23, 11.0, 9.34, 9.13], [7.26, 7.64, 8.29, 9.51, 9.0, 7.52, 7.44]]",1.1102230246251565e-16,"[1030.1129573783514, -0.25570280638499787, -1037456.0401598141]",+-
54,10740,DRNKANY5,RESP046,58.18,53.56,54.6,54.64,55.57,55.86,57.57,53.36,49.14,48.88,48.22,48.39,48.6,51.19,55.77,51.35,51.74,51.43,51.98,52.23,54.38,1627.0,1618.0,1060.0,858.0,717.0,660.0,853.0,"[[55.77, 51.35, 51.74, 51.43, 51.98, 52.23, 54.38], [53.36, 49.14, 48.88, 48.22, 48.39, 48.6, 51.19]]",1.1102230246251565e-16,"[-1525.392480772439, 0.37867126299318576, 1536226.8526683664]",-+
55,10740,_HCVU651,RESP046,80.58,78.65,79.21,86.62,90.04,92.49,88.79,75.92,74.23,73.29,80.58,83.54,87.01,83.49,78.25,76.44,76.25,83.6,86.79,89.75,86.14,1898.0,1855.0,1203.0,1071.0,868.0,756.0,923.0,"[[78.25, 76.44, 76.25, 83.6, 86.79, 89.75, 86.14], [75.92, 74.23, 73.29, 80.58, 83.54, 87.01, 83.49]]",1.1102230246251565e-16,"[0, 2.287013332905919, -4523.528813105219]",0+
56,10740,_RFHLTH,RESP061,85.35,83.92,83.06,83.51,84.85,81.89,83.26,82.13,80.62,78.44,78.73,79.63,76.37,78.4,83.74,82.27,80.75,81.12,82.24,79.13,80.83,2667.0,2636.0,1687.0,1448.0,1204.0,1032.0,1339.0,"[[83.74, 82.27, 80.75, 81.12, 82.24, 79.13, 80.83], [82.13, 80.62, 78.44, 78.73, 79.63, 76.37, 78.4]]",1.1102230246251565e-16,"[0, -0.43947770709909745, 966.4467790607448]",0-
57,10740,_RFHYPE5,RESP046,27.49,,29.13,,31.03,,31.2,23.73,,24.51,,25.35,,25.86,25.61,,26.82,,28.19,,28.53,1054.0,,648.0,,517.0,,569.0,"[[25.61, nan, 26.82, nan, 28.19, nan, 28.53], [23.73, nan, 24.51, nan, 25.35, nan, 25.86]]",1.1102230246251565e-16,"[250.45463309091969, -0.062051128404839964, -252696.49006828698]",+-
58,10740,_RFSMOK3,RESP046,24.39,20.49,21.39,22.17,21.04,19.11,19.18,20.31,16.93,16.89,16.69,15.32,13.39,14.28,22.35,18.71,19.14,19.43,18.18,16.25,16.73,600.0,528.0,366.0,259.0,214.0,161.0,233.0,"[[22.35, 18.71, 19.14, 19.43, 18.18, 16.25, 16.73], [20.31, 16.93, 16.89, 16.69, 15.32, 13.39, 14.28]]",1.1102230246251565e-16,"[0, -0.8588467663429068, 1748.4845687727873]",0-
59,10740,_TOTINDA,RESP046,78.35,82.77,79.81,81.34,84.13,85.23,80.28,74.23,79.43,74.95,76.04,78.61,79.97,74.88,76.29,81.1,77.38,78.69,81.37,82.6,77.58,2328.0,2633.0,1504.0,1431.0,1088.0,1066.0,1211.0,"[[76.29, 81.1, 77.38, 78.69, 81.37, 82.6, 77.58], [74.23, 79.43, 74.95, 76.04, 78.61, 79.97, 74.88]]",1.1102230246251565e-16,"[1126.18792574015, -0.2794636524767225, -1134502.9570605545]",+-
60,10900,BLOODCHO,RESP046,85.13,,86.61,,89.45,,,77.25,,78.45,,77.45,,,81.19,,82.53,,83.45,,,990.0,,883.0,,745.0,,,"[[81.19, nan, 82.53, nan, 83.45, nan, nan], [77.25, nan, 78.45, nan, 77.45, nan, nan]]",1.1102230246251565e-16,"[0, 0.553428971663486, -1031.6742889184145]",0+
61,10900,Custom_8,Custom_8,46.197770155661225,,57.07431636684203,,46.99243379164828,,,34.920594174921355,,44.53721883247944,,31.977008988459577,,,40.55918216529129,,50.80576759966073,,39.48472139005393,,,412.0,,361.0,,287.0,,,"[[40.55918216529129, nan, 50.80576759966073, nan, 39.48472139005393, nan, nan], [34.920594174921355, nan, 44.53721883247944, nan, 31.977008988459577, nan, nan]]",1.1102230246251565e-16,"[0, -0.7582621509475246, 1569.9171621288442]",0-
62,10900,Custom_9,Custom_9,76.18105978077408,72.49037735009475,79.3742114971185,76.5613904651911,82.85304974256242,76.47766196731024,76.19434135377382,56.45894021922594,55.52962264990524,59.68578850288151,56.6386095348089,54.48695025743758,51.202338032689745,51.10565864622618,66.32000000000001,64.00999999999999,69.53,66.6,68.67,63.839999999999996,63.65,703.0,820.0,651.0,718.0,471.0,393.0,544.0,"[[66.32000000000001, 64.00999999999999, 69.53, 66.6, 68.67, 63.839999999999996, 63.65], [56.45894021922594, 55.52962264990524, 59.68578850288151, 56.6386095348089, 54.48695025743758, 51.202338032689745, 51.10565864622618]]",5.617728504603292e-14,"[1644.530768129434, -0.40836762131306625, -1655597.9082981092]",+-
63,10900,DIABETE3,RESP046,15.21,12.37,12.85,14.76,17.07,14.68,14.94,8.93,7.67,7.29,9.32,9.27,7.58,7.92,12.07,10.02,10.07,12.04,13.17,11.13,11.43,130.0,161.0,110.0,162.0,108.0,77.0,117.0,"[[12.07, 10.02, 10.07, 12.04, 13.17, 11.13, 11.43], [8.93, 7.67, 7.29, 9.32, 9.27, 7.58, 7.92]]",1.1102230246251565e-16,"[0, 0.06996151698548272, -129.28591976944708]",0+
64,10900,DRNKANY5,RESP046,64.05,59.0,59.74,63.61,63.84,65.76,65.24,54.65,50.92,50.52,54.01,50.62,54.32,52.74,59.35,54.96,55.13,58.81,57.23,60.04,58.99,641.0,718.0,556.0,589.0,443.0,369.0,503.0,"[[59.35, 54.96, 55.13, 58.81, 57.23, 60.04, 58.99], [54.65, 50.92, 50.52, 54.01, 50.62, 54.32, 52.74]]",1.1102230246251565e-16,"[-800.3245906913372, 0.19877132467866315, 805655.3335627146]",-+
65,10900,_HCVU651,RESP046,88.76,91.96,89.04,89.33,96.64,95.12,95.71,81.04,86.16,80.54,80.55,87.54,86.42,88.07,84.9,89.06,84.79,84.94,92.09,90.77,91.89,708.0,805.0,634.0,584.0,487.0,422.0,493.0,"[[84.9, 89.06, 84.79, 84.94, 92.09, 90.77, 91.89], [81.04, 86.16, 80.54, 80.55, 87.54, 86.42, 88.07]]",1.1102230246251565e-16,"[0, 1.2974162731861953, -2524.908286291793]",0+
66,10900,_RFHLTH,RESP061,87.67,86.24,83.0,87.72,86.6,88.43,87.17,81.13,80.12,75.24,81.1,76.6,79.57,78.67,84.4,83.18,79.12,84.41,81.6,84.0,82.92,959.0,1111.0,832.0,898.0,670.0,554.0,704.0,"[[84.4, 83.18, 79.12, 84.41, 81.6, 84.0, 82.92], [81.13, 80.12, 75.24, 81.1, 76.6, 79.57, 78.67]]",1.1102230246251565e-16,"[0, 0.07934149987254402, -77.2286974091011]",0+
67,10900,_RFHYPE5,RESP046,39.18,,41.14,,42.13,,37.98,30.44,,32.68,,30.49,,27.36,34.81,,36.91,,36.31,,32.67,444.0,,399.0,,320.0,,338.0,"[[34.81, nan, 36.91, nan, 36.31, nan, 32.67], [30.44, nan, 32.68, nan, 30.49, nan, 27.36]]",1.1102230246251565e-16,"[1454.2872062517622, -0.3611315943823219, -1464076.9179534756]",+-
68,10900,_RFSMOK3,RESP046,32.71,24.34,24.36,24.35,22.36,20.34,23.46,23.89,17.32,16.6,16.19,12.72,11.92,13.66,28.3,20.83,20.48,20.27,17.54,16.13,18.56,220.0,235.0,168.0,150.0,128.0,104.0,123.0,"[[28.3, 20.83, 20.48, 20.27, 17.54, 16.13, 18.56], [23.89, 17.32, 16.6, 16.19, 12.72, 11.92, 13.66]]",1.1102230246251565e-16,"[-1942.4892240671845, 0.48186469160819995, 1957654.1714366102]",-+
