,Locationabbr,QuestionID,RESPONSEID,Confidence_limit_High_2011,Confidence_limit_High_2012,Confidence_limit_High_2013,Confidence_limit_High_2014,Confidence_limit_High_2015,Confidence_limit_High_2016,Confidence_limit_High_2017,Confidence_limit_Low_2011,Confidence_limit_Low_2012,Confidence_limit_Low_2013,Confidence_limit_Low_2014,Confidence_limit_Low_2015,Confidence_limit_Low_2016,Confidence_limit_Low_2017,Data_value_2011,Data_value_2012,Data_value_2013,Data_value_2014,Data_value_2015,Data_value_2016,Data_value_2017,Sample_Size_2011,Sample_Size_2012,Sample_Size_2013,Sample_Size_2014,Sample_Size_2015,Sample_Size_2016,Sample_Size_2017,mean_and_cl,anova_p,param_list,trend_class
597,19124,_RFSMOK3,RESP046,20.22,18.86,15.65,15.16,18.93,17.03,16.69,13.36,12.74,10.27,9.24,11.29,9.39,9.55,16.79,15.8,12.96,12.2,15.11,13.21,13.12,115.0,123.0,105.0,120.0,127.0,134.0,116.0,"[[16.79, 15.8, 12.96, 12.2, 15.11, 13.21, 13.12], [13.36, 12.74, 10.27, 9.24, 11.29, 9.39, 9.55]]",1.1102230246251565e-16,"[0, -0.5119349202705363, 1045.4222368989613]",0-
598,19124,_TOTINDA,RESP046,80.22,78.6,74.49,78.09,76.91,81.72,76.2,72.88,71.58,66.49,70.61,67.73,72.98,66.16,76.55,75.09,70.49,74.35,72.32,77.35,71.18,588.0,688.0,593.0,969.0,839.0,1016.0,788.0,"[[76.55, 75.09, 70.49, 74.35, 72.32, 77.35, 71.18], [72.88, 71.58, 66.49, 70.61, 67.73, 72.98, 66.16]]",1.1102230246251565e-16,"[0, -0.3572985026780075, 793.3784004431003]",0-
599,19340,BLOODCHO,RESP046,86.8,,84.31,,,,,73.94,,74.27,,,,,80.37,,79.29,,,,,449.0,,591.0,,,,,"[[80.37, nan, 79.29, nan, nan, nan, nan], [73.94, nan, 74.27, nan, nan, nan, nan]]",0.0002914586232188876,"[0, -0.5399999999999994, 1166.3099999999986]",0-
600,19340,Custom_8,Custom_8,57.63103546535245,,62.76047858341212,,,,,35.18966877752424,,47.2155587479033,,,,,46.41035212143834,,54.98801866565771,,,,,182.0,,276.0,,,,,"[[46.41035212143834, nan, 54.98801866565771, nan, nan, nan, nan], [35.18966877752424, nan, 47.2155587479033, nan, nan, nan, nan]]",1.1102230246251565e-16,"[0, 4.2888332721096845, -8578.433358091137]",0+
601,19340,Custom_9,Custom_9,74.40642862767449,,78.81111590038215,,,,,47.19357137232551,,55.868884099617866,,,,,60.8,,67.34,,,,,312.0,,430.0,,,,,"[[60.8, nan, 67.34, nan, nan, nan, nan], [47.19357137232551, nan, 55.868884099617866, nan, nan, nan, nan]]",3.3306833124857604e-07,"[0, 3.2700000000000027, -6515.1700000000055]",0+
602,19340,DIABETE3,RESP046,,,14.55,,,,,,,8.19,,,,,,,11.37,,,,,51.0,,81.0,,,,,"[[nan, nan, 11.37, nan, nan, nan, nan], [nan, nan, 8.19, nan, nan, nan, nan]]",1.0,"[0, 0, 11.37]",00
603,19340,DRNKANY5,RESP046,76.62,,61.51,,,,,63.02,,51.05,,,,,69.82,,56.28,,,,,313.0,,351.0,,,,,"[[69.82, nan, 56.28, nan, nan, nan, nan], [63.02, nan, 51.05, nan, nan, nan, nan]]",1.1102230246251565e-16,"[0, -6.769999999999995, 13684.28999999999]",0-
604,19340,_HCVU651,RESP046,92.17,,91.83,,,,,76.41,,82.61,,,,,84.29,,87.22,,,,,299.0,,369.0,,,,,"[[84.29, nan, 87.22, nan, nan, nan, nan], [76.41, nan, 82.61, nan, nan, nan, nan]]",9.050538096744276e-13,"[0, 1.4649999999999963, -2861.8249999999925]",0+
605,19340,_RFHLTH,RESP061,94.03,,86.22,,,,,82.11,,77.8,,,,,88.07,,82.01,,,,,447.0,,550.0,,,,,"[[88.07, nan, 82.01, nan, nan, nan, nan], [82.11, nan, 77.8, nan, nan, nan, nan]]",1.1102230246251565e-16,"[0, -3.0299999999999923, 6181.399999999984]",0-
606,19340,_RFHYPE5,RESP046,30.48,,37.73,,,,,19.22,,28.33,,,,,24.85,,33.03,,,,,189.0,,283.0,,,,,"[[24.85, nan, 33.03, nan, nan, nan, nan], [19.22, nan, 28.33, nan, nan, nan, nan]]",1.1102230246251565e-16,"[0, 4.09, -8200.14]",0+
607,19340,_RFSMOK3,RESP046,25.18,,23.57,,,,,13.42,,14.31,,,,,19.3,,18.94,,,,,83.0,,94.0,,,,,"[[19.3, nan, 18.94, nan, nan, nan, nan], [13.42, nan, 14.31, nan, nan, nan, nan]]",0.158853545916121,"[0, 0, 19.12]",00
608,19340,_TOTINDA,RESP046,77.05,,76.53,,,,,60.31,,66.57,,,,,68.68,,71.55,,,,,372.0,,462.0,,,,,"[[68.68, nan, 71.55, nan, nan, nan, nan], [60.31, nan, 66.57, nan, nan, nan, nan]]",3.3306690738754696e-16,"[0, 1.434999999999995, -2817.1049999999896]",0+
609,19380,BLOODCHO,RESP046,85.92,,88.89,,85.37,,,76.74,,80.93,,73.73,,,81.33,,84.91,,79.55,,,702.0,,754.0,,505.0,,,"[[81.33, nan, 84.91, nan, 79.55, nan, nan], [76.74, nan, 80.93, nan, 73.73, nan, nan]]",1.1102230246251565e-16,"[0, -0.5667020686585632, 1222.2556590619074]",0-
610,19380,Custom_8,Custom_8,61.60453652463168,,50.12389082296663,,53.528124714992686,,,47.08844269582818,,38.34625403629613,,37.961504449055084,,,54.34648961022993,,44.23507242963138,,45.744814582023885,,,346.0,,325.0,,229.0,,,"[[54.34648961022993, nan, 44.23507242963138, nan, 45.744814582023885, nan, nan], [47.08844269582818, nan, 38.34625403629613, nan, 37.961504449055084, nan, nan]]",1.1102230246251565e-16,"[0, -2.1027339976807555, 4281.482030752159]",0-
611,19380,Custom_9,Custom_9,80.87690433139424,70.09045063288251,76.41978282096908,81.6931668027743,76.32595946599207,74.81564889713843,79.37385783980926,58.62309566860576,51.449549367117484,56.16021717903094,57.406833197225694,51.75404053400794,53.124351102861574,55.62614216019073,69.75,60.769999999999996,66.29,69.55,64.04,63.97,67.5,513.0,524.0,531.0,377.0,359.0,355.0,385.0,"[[69.75, 60.769999999999996, 66.29, 69.55, 64.04, 63.97, 67.5], [58.62309566860576, 51.449549367117484, 56.16021717903094, 57.406833197225694, 51.75404053400794, 53.124351102861574, 55.62614216019073]]",1.1102230246251565e-16,"[0, -0.20363605086919298, 476.43655514271154]",0-
612,19380,DIABETE3,RESP046,13.01,15.25,12.52,19.7,12.79,15.91,15.75,7.87,10.07,7.78,11.5,7.57,9.59,9.75,10.44,12.66,10.15,15.6,10.18,12.75,12.75,121.0,135.0,120.0,94.0,95.0,95.0,99.0,"[[10.44, 12.66, 10.15, 15.6, 10.18, 12.75, 12.75], [7.87, 10.07, 7.78, 11.5, 7.57, 9.59, 9.75]]",1.1102230246251565e-16,"[0, 0.20410648605198964, -398.3710338998155]",0+
613,19380,DRNKANY5,RESP046,56.55,58.12,60.83,55.39,56.03,59.34,58.49,46.13,49.18,51.35,44.07,43.99,48.68,47.59,51.34,53.65,56.09,49.73,50.01,54.01,53.04,378.0,418.0,420.0,265.0,258.0,281.0,284.0,"[[51.34, 53.65, 56.09, 49.73, 50.01, 54.01, 53.04], [46.13, 49.18, 51.35, 44.07, 43.99, 48.68, 47.59]]",1.1102230246251565e-16,"[0, 0.027606079888612547, -3.348406500339884]",0+
614,19380,_HCVU651,RESP046,87.46,84.81,88.26,92.49,93.74,96.6,95.89,77.58,75.67,78.34,83.75,84.18,90.56,89.23,82.52,80.24,83.3,88.12,88.96,93.58,92.56,454.0,468.0,461.0,305.0,292.0,318.0,332.0,"[[82.52, 80.24, 83.3, 88.12, 88.96, 93.58, 92.56], [77.58, 75.67, 78.34, 83.75, 84.18, 90.56, 89.23]]",1.1102230246251565e-16,"[0, 2.1448354703455466, -4232.803135087358]",0+
615,19380,_RFHLTH,RESP061,84.99,84.78,89.35,85.04,90.3,87.21,84.23,76.95,78.28,83.71,76.62,83.4,80.07,75.95,80.97,81.53,86.53,80.83,86.85,83.64,80.09,639.0,676.0,684.0,442.0,464.0,467.0,461.0,"[[80.97, 81.53, 86.53, 80.83, 86.85, 83.64, 80.09], [76.95, 78.28, 83.71, 76.62, 83.4, 80.07, 75.95]]",1.1102230246251565e-16,"[1447.387168370248, -0.35931946076215876, -1457483.6085251733]",+-
616,19380,_RFHYPE5,RESP046,37.2,,37.62,,41.16,,36.16,28.5,,29.38,,30.3,,26.94,32.85,,33.5,,35.73,,31.55,353.0,,362.0,,261.0,,236.0,"[[32.85, nan, 33.5, nan, 35.73, nan, 31.55], [28.5, nan, 29.38, nan, 30.3, nan, 26.94]]",1.1102230246251565e-16,"[1389.6018668570614, -0.34500404753148156, -1399218.841975125]",+-
617,19380,_RFSMOK3,RESP046,24.99,27.77,25.45,26.56,21.45,24.55,24.4,16.25,19.69,16.87,16.52,12.51,15.81,15.14,20.62,23.73,21.16,21.54,16.98,20.18,19.77,135.0,159.0,151.0,92.0,87.0,95.0,95.0,"[[20.62, 23.73, 21.16, 21.54, 16.98, 20.18, 19.77], [16.25, 19.69, 16.87, 16.52, 12.51, 15.81, 15.14]]",1.1102230246251565e-16,"[0, -0.4675677006377256, 962.2378762615366]",0-
618,19380,_TOTINDA,RESP046,77.3,78.81,76.9,81.16,80.44,80.39,76.2,68.12,71.41,68.4,71.72,70.56,71.65,66.6,72.71,75.11,72.65,76.44,75.5,76.02,71.4,556.0,629.0,561.0,431.0,386.0,428.0,383.0,"[[72.71, 75.11, 72.65, 76.44, 75.5, 76.02, 71.4], [68.12, 71.41, 68.4, 71.72, 70.56, 71.65, 66.6]]",1.1102230246251565e-16,"[1510.796488582705, -0.3750701622806478, -1521310.2924619245]",+-
619,19660,BLOODCHO,RESP046,,,87.83,,,,,,,79.99,,,,,,,83.91,,,,,,,1017.0,,,,,"[[nan, nan, 83.91, nan, nan, nan, nan], [nan, nan, 79.99, nan, nan, nan, nan]]",1.0,"[0, 0, 83.91]",00
620,19660,Custom_8,Custom_8,,,60.47458622771801,,,,,,,48.260963766323215,,,,,,,54.36777499702061,,,,,,,503.0,,,,,"[[nan, nan, 54.36777499702061, nan, nan, nan, nan], [nan, nan, 48.260963766323215, nan, nan, nan, nan]]",1.0,"[0, 0, 54.36777499702061]",00
621,19660,Custom_9,Custom_9,,,67.75323096548745,,,74.84307592923867,74.39873452746833,,,50.386769034512554,,,57.57692407076134,50.06126547253167,,,59.07,,,66.21000000000001,62.230000000000004,,,627.0,,,694.0,422.0,"[[nan, nan, 59.07, nan, nan, 66.21000000000001, 62.230000000000004], [nan, nan, 50.386769034512554, nan, nan, 57.57692407076134, 50.06126547253167]]",1.1102230246251565e-16,"[0, 0.9055940203931426, -1763.0142903110752]",0+
622,19660,DIABETE3,RESP046,,,13.63,,,16.58,16.39,,,8.73,,,11.14,9.53,,,11.18,,,13.86,12.96,,,159.0,,,188.0,96.0,"[[nan, nan, 11.18, nan, nan, 13.86, 12.96], [nan, nan, 8.73, nan, nan, 11.14, 9.53]]",1.1102230246251565e-16,"[0, 0.4834252748383456, -961.6654107931159]",0+
623,19660,DRNKANY5,RESP046,,,61.09,,,58.99,59.07,,,52.15,,,50.75,47.67,,,56.62,,,54.87,53.37,,,600.0,,,613.0,387.0,"[[nan, nan, 56.62, nan, nan, 54.87, 53.37], [nan, nan, 52.15, nan, nan, 50.75, 47.67]]",1.1102230246251565e-16,"[0, -0.7896014331101324, 1646.1960857640133]",0-
624,19660,_HCVU651,RESP046,,,79.48,,,83.38,81.94,,,69.18,,,74.92,69.44,,,74.33,,,79.15,75.69,,,409.0,,,493.0,350.0,"[[nan, nan, 74.33, nan, nan, 79.15, 75.69], [nan, nan, 69.18, nan, nan, 74.92, 69.44]]",1.1102230246251565e-16,"[0, 0.4678187434216097, -866.8960635120299]",0+
625,19660,_RFHLTH,RESP061,,,86.68,,,83.53,83.59,,,80.64,,,77.33,74.81,,,83.66,,,80.43,79.2,,,895.0,,,959.0,590.0,"[[nan, nan, 83.66, nan, nan, 80.43, 79.2], [nan, nan, 80.64, nan, nan, 77.33, 74.81]]",1.1102230246251565e-16,"[0, -1.112638966060724, 2323.424739122651]",0-
626,19660,_RFHYPE5,RESP046,,,42.44,,,,46.74,,,34.06,,,,36.08,,,38.25,,,,41.41,,,536.0,,,,299.0,"[[nan, nan, 38.25, nan, nan, nan, 41.41], [nan, nan, 34.06, nan, nan, nan, 36.08]]",1.1102230246251565e-16,"[0, 0.7899999999999991, -1552.0199999999986]",0+
627,19660,_RFSMOK3,RESP046,,,23.84,,,23.59,23.73,,,16.0,,,16.69,14.63,,,19.92,,,20.14,19.18,,,172.0,,,176.0,126.0,"[[nan, nan, 19.92, nan, nan, 20.14, 19.18], [nan, nan, 16.0, nan, nan, 16.69, 14.63]]",4.03185262953798e-11,"[0, -0.15144877260744918, 324.8957783988558]",0-
628,19660,_TOTINDA,RESP046,,,79.53,,,71.42,78.83,,,71.57,,,64.02,68.63,,,75.55,,,67.72,73.73,,,775.0,,,808.0,515.0,"[[nan, nan, 75.55, nan, nan, 67.72, 73.73], [nan, nan, 71.57, nan, nan, 64.02, 68.63]]",1.1102230246251565e-16,"[0, -0.6689197253595562, 1421.0507736450113]",0-
629,19740,BLOODCHO,RESP046,82.9,,83.27,,85.54,,,79.42,,80.41,,82.2,,,81.16,,81.84,,83.87,,,5087.0,,4953.0,,5079.0,,,"[[81.16, nan, 81.84, nan, 83.87, nan, nan], [79.42, nan, 80.41, nan, 82.2, nan, nan]]",1.1102230246251565e-16,"[0, 0.6738927342026437, -1274.206873376066]",0+
630,19740,Custom_8,Custom_8,43.354844113531314,,44.02592359019849,,39.586573700911586,,,38.87778279627646,,39.918357934728206,,34.909670486521335,,,41.11631345490389,,41.97214076246335,,37.24812209371646,,,2006.0,,1898.0,,1833.0,,,"[[41.11631345490389, nan, 41.97214076246335, nan, 37.24812209371646, nan, nan], [38.87778279627646, nan, 39.918357934728206, nan, 34.909670486521335, nan, nan]]",1.1102230246251565e-16,"[0, -0.9845431368197525, 2021.8693242651163]",0-
631,19740,Custom_9,Custom_9,59.61542558210013,58.957364229448146,59.55338475135117,61.19059400118195,61.049639158478534,62.18792653492763,62.84004249266209,52.62457441789988,52.28263577055185,53.286615248648836,55.12940599881806,53.29036084152147,55.872073465072376,55.77995750733791,56.120000000000005,55.62,56.42,58.160000000000004,57.17,59.03,59.31,3141.0,2587.0,3053.0,3198.0,3113.0,3559.0,2590.0,"[[56.120000000000005, 55.62, 56.42, 58.160000000000004, 57.17, 59.03, 59.31], [52.62457441789988, 52.28263577055185, 53.286615248648836, 55.12940599881806, 53.29036084152147, 55.872073465072376, 55.77995750733791]]",1.1102230246251565e-16,"[0, 0.5938251130390704, -1138.609727710636]",0+
632,19740,DIABETE3,RESP046,7.34,8.27,7.06,7.98,7.29,6.88,8.34,5.7,6.55,5.6,6.5,5.73,5.62,6.62,6.52,7.41,6.33,7.24,6.51,6.25,7.48,471.0,406.0,434.0,490.0,514.0,548.0,418.0,"[[6.52, 7.41, 6.33, 7.24, 6.51, 6.25, 7.48], [5.7, 6.55, 5.6, 6.5, 5.73, 5.62, 6.62]]",1.1102230246251565e-16,"[0, 0.045955856546602954, -85.6653405711877]",0+
633,19740,DRNKANY5,RESP046,67.28,65.21,65.3,64.87,64.22,65.51,65.15,63.64,61.65,62.08,61.65,60.18,62.29,61.55,65.46,63.43,63.69,63.26,62.2,63.9,63.35,3438.0,2962.0,3391.0,3338.0,3182.0,3755.0,2663.0,"[[65.46, 63.43, 63.69, 63.26, 62.2, 63.9, 63.35], [63.64, 61.65, 62.08, 61.65, 60.18, 62.29, 61.55]]",1.1102230246251565e-16,"[-689.2868531231554, 0.17105870384891675, 694438.9545328385]",-+
634,19740,_HCVU651,RESP046,80.95,80.79,82.27,85.92,90.01,88.56,88.18,77.15,77.27,79.25,83.06,86.95,85.9,85.28,79.05,79.03,80.76,84.49,88.48,87.23,86.73,3519.0,2995.0,3518.0,3570.0,3536.0,3905.0,2784.0,"[[79.05, 79.03, 80.76, 84.49, 88.48, 87.23, 86.73], [77.15, 77.27, 79.25, 83.06, 86.95, 85.9, 85.28]]",1.1102230246251565e-16,"[0, 1.703529588651821, -3347.232275271865]",0+
635,19740,_RFHLTH,RESP061,87.27,86.26,88.05,88.07,88.55,86.8,87.74,84.57,83.64,85.89,85.99,86.09,84.56,85.3,85.92,84.95,86.97,87.03,87.32,85.68,86.52,4941.0,4140.0,4949.0,5015.0,5063.0,5668.0,4044.0,"[[85.92, 84.95, 86.97, 87.03, 87.32, 85.68, 86.52], [84.57, 83.64, 85.89, 85.99, 86.09, 84.56, 85.3]]",1.1102230246251565e-16,"[0, 0.15518487646129484, -226.25232725630946]",0+
636,19740,_RFHYPE5,RESP046,26.47,,27.04,,27.61,,26.5,23.65,,24.42,,24.39,,23.68,25.06,,25.73,,26.0,,25.09,1915.0,,1793.0,,1899.0,,1483.0,"[[25.06, nan, 25.73, nan, 26.0, nan, 25.09], [23.65, nan, 24.42, nan, 24.39, nan, 23.68]]",1.1102230246251565e-16,"[409.7155294299115, -0.10171228361021911, -412576.12793065293]",+-
637,19740,_RFSMOK3,RESP046,19.12,19.41,18.68,16.76,15.76,16.91,15.05,16.1,16.51,15.98,14.26,12.78,14.41,12.47,17.61,17.96,17.33,15.51,14.27,15.66,13.76,827.0,692.0,782.0,693.0,733.0,766.0,526.0,"[[17.61, 17.96, 17.33, 15.51, 14.27, 15.66, 13.76], [16.1, 16.51, 15.98, 14.26, 12.78, 14.41, 12.47]]",1.1102230246251565e-16,"[0, -0.6982299010371732, 1422.2035209543683]",0-
638,19740,_TOTINDA,RESP046,85.14,84.29,83.53,85.59,84.43,85.18,82.15,82.28,81.51,80.83,83.23,81.25,82.86,79.13,83.71,82.9,82.18,84.41,82.84,84.02,80.64,4544.0,4068.0,4278.0,4912.0,4180.0,5561.0,3362.0,"[[83.71, 82.9, 82.18, 84.41, 82.84, 84.02, 80.64], [82.28, 81.51, 80.83, 83.23, 81.25, 82.86, 79.13]]",1.1102230246251565e-16,"[0, -0.28784668778506084, 662.5271396782205]",0-
639,19780,BLOODCHO,RESP046,82.23,,87.12,,86.63,,,75.37,,81.08,,79.27,,,78.8,,84.1,,82.95,,,1096.0,,1199.0,,953.0,,,"[[78.8, nan, 84.1, nan, 82.95, nan, nan], [75.37, nan, 81.08, nan, 79.27, nan, nan]]",1.1102230246251565e-16,"[0, 1.0073874769174194, -1946.1385320694678]",0+
640,19780,Custom_8,Custom_8,53.08470725168308,,52.47749187104106,,45.17622974801506,,,43.46351609857073,,43.09920254037393,,35.20954481497469,,,48.2741116751269,,47.788347205707495,,40.192887281494876,,,472.0,,563.0,,418.0,,,"[[48.2741116751269, nan, 47.788347205707495, nan, 40.192887281494876, nan, nan], [43.46351609857073, nan, 43.09920254037393, nan, 35.20954481497469, nan, nan]]",1.1102230246251565e-16,"[0, -2.040022350998772, 4151.916658799969]",0-
641,19780,Custom_9,Custom_9,69.821925425185,70.08074478933027,74.67246044035466,71.23844925066864,71.82145442526405,75.87061197218422,,55.01807457481501,55.57925521066973,59.34753955964535,56.021550749331375,54.218545574735955,59.529388027815784,,62.42,62.83,67.01,63.63,63.02,67.7,,740.0,725.0,833.0,834.0,651.0,824.0,,"[[62.42, 62.83, 67.01, 63.63, 63.02, 67.7, nan], [55.01807457481501, 55.57925521066973, 59.34753955964535, 56.021550749331375, 54.218545574735955, 59.529388027815784, nan]]",1.1102230246251565e-16,"[0, 0.6367656713895485, -1217.758970390834]",0+
642,19780,DIABETE3,RESP046,8.76,10.67,10.22,10.36,8.15,10.17,9.84,5.74,7.23,6.84,6.8,4.81,6.65,6.86,7.25,8.95,8.53,8.58,6.48,8.41,8.35,123.0,136.0,163.0,155.0,114.0,158.0,156.0,"[[7.25, 8.95, 8.53, 8.58, 6.48, 8.41, 8.35], [5.74, 7.23, 6.84, 6.8, 4.81, 6.65, 6.86]]",1.1102230246251565e-16,"[0, -0.019554984401370323, 47.500433978973724]",0-
643,19780,DRNKANY5,RESP046,66.05,64.31,62.26,62.96,66.57,65.74,66.9,59.19,57.33,55.16,55.48,58.41,58.44,60.78,62.62,60.82,58.71,59.22,62.49,62.09,63.84,715.0,655.0,705.0,706.0,576.0,719.0,792.0,"[[62.62, 60.82, 58.71, 59.22, 62.49, 62.09, 63.84], [59.19, 57.33, 55.16, 55.48, 58.41, 58.44, 60.78]]",1.1102230246251565e-16,"[-1497.8506382873475, 0.37195852912035354, 1507994.4840685558]",-+
644,19780,_HCVU651,RESP046,88.97,92.17,92.78,93.62,96.33,96.34,93.74,82.55,86.79,86.86,88.1,90.99,91.64,89.42,85.76,89.48,89.82,90.86,93.66,93.99,91.58,761.0,717.0,821.0,806.0,646.0,771.0,879.0,"[[85.76, 89.48, 89.82, 90.86, 93.66, 93.99, 91.58], [82.55, 86.79, 86.86, 88.1, 90.99, 91.64, 89.42]]",1.1102230246251565e-16,"[1200.6549409307681, -0.29780096484676755, -1210088.06522749]",+-
645,19780,_RFHLTH,RESP061,89.63,89.35,90.68,89.88,91.15,89.09,88.51,85.09,84.73,86.4,85.22,85.93,83.83,84.05,87.36,87.04,88.54,87.55,88.54,86.46,86.28,1084.0,994.0,1152.0,1157.0,918.0,1096.0,1184.0,"[[87.36, 87.04, 88.54, 87.55, 88.54, 86.46, 86.28], [85.09, 84.73, 86.4, 85.22, 85.93, 83.83, 84.05]]",1.1102230246251565e-16,"[661.2142955540786, -0.1641941231509767, -665594.0013405287]",+-
646,19780,_RFHYPE5,RESP046,29.04,,34.58,,30.88,,32.03,23.6,,28.26,,24.06,,26.77,26.32,,31.42,,27.47,,29.4,450.0,,537.0,,399.0,,503.0,"[[26.32, nan, 31.42, nan, 27.47, nan, 29.4], [23.6, nan, 28.26, nan, 24.06, nan, 26.77]]",1.1102230246251565e-16,"[0, 0.17205790211269015, -317.8230050262574]",0+
647,19780,_RFSMOK3,RESP046,24.28,21.63,21.17,21.92,20.76,19.22,16.87,18.12,15.75,15.09,15.5,13.42,13.46,11.97,21.2,18.69,18.13,18.71,17.09,16.34,14.42,199.0,172.0,179.0,196.0,126.0,183.0,169.0,"[[21.2, 18.69, 18.13, 18.71, 17.09, 16.34, 14.42], [18.12, 15.75, 15.09, 15.5, 13.42, 13.46, 11.97]]",1.1102230246251565e-16,"[0, -0.9110237231212814, 1852.6645060691644]",0-
648,19780,_TOTINDA,RESP046,77.1,81.18,78.17,83.85,81.35,84.16,82.09,71.1,75.34,71.51,78.29,73.91,78.44,76.79,74.1,78.26,74.84,81.07,77.63,81.3,79.44,884.0,895.0,926.0,1059.0,748.0,1016.0,997.0,"[[74.1, 78.26, 74.84, 81.07, 77.63, 81.3, 79.44], [71.1, 75.34, 71.51, 78.29, 73.91, 78.44, 76.79]]",1.1102230246251565e-16,"[0, 0.9094766878976623, -1753.818915204959]",0+
649,19804,BLOODCHO,RESP046,81.76,,,,,,,75.34,,,,,,,78.55,,,,,,,1625.0,,,,,,,"[[78.55, nan, nan, nan, nan, nan, nan], [75.34, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 78.55]",00
650,19804,Custom_8,Custom_8,55.90056642547162,,,,,,,45.76716113659078,,,,,,,50.8338637810312,,,,,,,762.0,,,,,,,"[[50.8338637810312, nan, nan, nan, nan, nan, nan], [45.76716113659078, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 50.8338637810312]",00
651,19804,Custom_9,Custom_9,72.44886230964991,73.71934656058359,,,,,,57.771137690350095,59.64065343941642,,,,,,65.11,66.68,,,,,,1236.0,1473.0,,,,,,"[[65.11, 66.68, nan, nan, nan, nan, nan], [57.771137690350095, 59.64065343941642, nan, nan, nan, nan, nan]]",0.00011103783696575498,"[0, 1.570000000000007, -3092.160000000014]",0+
652,19804,DIABETE3,RESP046,13.66,14.73,,,,,,9.62,10.37,,,,,,11.64,12.55,,,,,,322.0,357.0,,,,,,"[[11.64, 12.55, nan, nan, nan, nan, nan], [9.62, 10.37, nan, nan, nan, nan, nan]]",1.1102230246251565e-16,"[0, 0.9100000000000001, -1818.3700000000006]",0+
653,19804,DRNKANY5,RESP046,59.35,56.91,,,,,,52.25,50.41,,,,,,55.8,53.66,,,,,,909.0,1035.0,,,,,,"[[55.8, 53.66, nan, nan, nan, nan, nan], [52.25, 50.41, nan, nan, nan, nan, nan]]",1.1102230246251565e-16,"[0, -2.1400000000000006, 4359.340000000002]",0-
654,19804,_HCVU651,RESP046,80.83,81.21,,,,,,73.93,74.59,,,,,,77.38,77.9,,,,,,1017.0,1158.0,,,,,,"[[77.38, 77.9, nan, nan, nan, nan, nan], [73.93, 74.59, nan, nan, nan, nan, nan]]",3.013159913800578e-07,"[0, 0.5200000000000102, -968.3400000000208]",0+
655,19804,_RFHLTH,RESP061,81.29,80.98,,,,,,75.57,75.3,,,,,,78.43,78.14,,,,,,1424.0,1717.0,,,,,,"[[78.43, 78.14, nan, nan, nan, nan, nan], [75.57, 75.3, nan, nan, nan, nan, nan]]",6.658242324764085e-05,"[0, -0.2900000000000062, 661.6200000000126]",0-
656,19804,_RFHYPE5,RESP046,38.62,,,,,,,32.26,,,,,,,35.44,,,,,,,882.0,,,,,,,"[[35.44, nan, nan, nan, nan, nan, nan], [32.26, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 35.44]",00
657,19804,_RFSMOK3,RESP046,29.1,27.44,,,,,,22.56,21.32,,,,,,25.83,24.38,,,,,,381.0,395.0,,,,,,"[[25.83, 24.38, nan, nan, nan, nan, nan], [22.56, 21.32, nan, nan, nan, nan, nan]]",1.1102230246251565e-16,"[0, -1.4499999999999995, 2941.7799999999993]",0-
658,19804,_TOTINDA,RESP046,78.04,74.87,,,,,,72.0,68.75,,,,,,75.02,71.81,,,,,,1297.0,1580.0,,,,,,"[[75.02, 71.81, nan, nan, nan, nan, nan], [72.0, 68.75, nan, nan, nan, nan, nan]]",1.1102230246251565e-16,"[0, -3.209999999999994, 6530.329999999989]",0-
659,20100,BLOODCHO,RESP046,85.23,,,,,,,77.75,,,,,,,81.49,,,,,,,1253.0,,,,,,,"[[81.49, nan, nan, nan, nan, nan, nan], [77.75, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 81.49]",00
660,20100,Custom_8,Custom_8,55.311814422822636,,,,,,,44.06234191537838,,,,,,,49.68707816910051,,,,,,,560.0,,,,,,,"[[49.68707816910051, nan, nan, nan, nan, nan, nan], [44.06234191537838, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 49.68707816910051]",00
661,20100,Custom_9,Custom_9,76.78837693112455,75.7625253622774,,,,,,60.03162306887545,60.23747463772259,,,,,,68.41,68.0,,,,,,923.0,935.0,,,,,,"[[68.41, 68.0, nan, nan, nan, nan, nan], [60.03162306887545, 60.23747463772259, nan, nan, nan, nan, nan]]",0.42589029391175226,"[0, 0, 68.205]",00
662,20100,DIABETE3,RESP046,14.3,13.08,,,,,,9.94,8.68,,,,,,12.12,10.88,,,,,,208.0,192.0,,,,,,"[[12.12, 10.88, nan, nan, nan, nan, nan], [9.94, 8.68, nan, nan, nan, nan, nan]]",1.1102230246251565e-16,"[0, -1.2399999999999984, 2505.759999999997]",0-
663,20100,DRNKANY5,RESP046,56.2,54.06,,,,,,48.0,46.5,,,,,,52.1,50.28,,,,,,685.0,693.0,,,,,,"[[52.1, 50.28, nan, nan, nan, nan, nan], [48.0, 46.5, nan, nan, nan, nan, nan]]",1.1102230246251565e-16,"[0, -1.82, 3712.1200000000003]",0-
