,Locationabbr,QuestionID,RESPONSEID,Confidence_limit_High_2011,Confidence_limit_High_2012,Confidence_limit_High_2013,Confidence_limit_High_2014,Confidence_limit_High_2015,Confidence_limit_High_2016,Confidence_limit_High_2017,Confidence_limit_Low_2011,Confidence_limit_Low_2012,Confidence_limit_Low_2013,Confidence_limit_Low_2014,Confidence_limit_Low_2015,Confidence_limit_Low_2016,Confidence_limit_Low_2017,Data_value_2011,Data_value_2012,Data_value_2013,Data_value_2014,Data_value_2015,Data_value_2016,Data_value_2017,Sample_Size_2011,Sample_Size_2012,Sample_Size_2013,Sample_Size_2014,Sample_Size_2015,Sample_Size_2016,Sample_Size_2017
141,12420,DRNKANY5,RESP046,73.53,61.62,65.74,61.08,64.03,64.6,66.12,65.33,52.84,56.92,55.04,56.85,56.72,57.74,69.43,57.23,61.33,58.06,60.44,60.66,61.93,785.0,842.0,539.0,1241.0,1061.0,920.0,936.0
142,12420,_HCVU651,RESP046,82.94,76.54,78.58,81.94,81.44,82.83,82.43,74.32,67.22,69.56,76.22,73.96,74.83,74.39,78.63,71.88,74.07,79.08,77.7,78.83,78.41,750.0,795.0,532.0,1282.0,1038.0,840.0,862.0
143,12420,_RFHLTH,RESP061,90.87,87.37,88.49,87.71,87.19,88.4,87.74,85.15,80.99,81.71,83.87,82.29,83.06,82.22,88.01,84.18,85.1,85.79,84.74,85.73,84.98,1106.0,1178.0,778.0,1857.0,1573.0,1336.0,1362.0
144,12420,_RFHYPE5,RESP046,27.31,,30.11,,30.31,,30.12,20.17,,22.63,,24.27,,22.86,23.74,,26.37,,27.29,,26.49,451.0,,305.0,,674.0,,585.0
145,12420,_RFSMOK3,RESP046,18.37,18.7,17.0,13.4,16.51,17.58,15.27,11.01,11.68,10.88,9.36,10.91,11.62,9.71,14.69,15.19,13.94,11.38,13.71,14.6,12.49,142.0,139.0,110.0,187.0,175.0,162.0,165.0
146,12420,_TOTINDA,RESP046,84.17,83.59,82.47,83.28,81.65,84.26,79.01,76.49,76.77,74.55,78.82,75.65,78.14,71.33,80.33,80.18,78.51,81.05,78.65,81.2,75.17,1008.0,1136.0,701.0,1818.0,1313.0,1245.0,1184.0
147,12580,BLOODCHO,RESP046,88.25,,86.65,,88.73,,,84.17,,83.01,,83.71,,,86.21,,84.83,,86.22,,,3323.0,,4303.0,,4278.0,,
148,12580,Custom_8,Custom_8,0.43451443836701886,,0.4431184080891626,,0.4596847643473926,,,0.3793122638717006,,0.39267081742068066,,0.39232173066536546,,,0.4069133511193597,,0.4178946127549216,,0.426003247506379,,,1321.0,,1751.0,,1845.0,,
149,12580,Custom_9,Custom_9,69.30743524872297,67.97604367585218,,70.69749000939353,74.02411864294243,67.66134384329102,70.72706644879521,59.17256475127702,59.183956324147815,,60.062509990606465,61.51588135705757,60.218656156708974,61.832933551204796,64.24,63.58,,65.38,67.77,63.94,66.28,2204.0,2913.0,,2849.0,2791.0,4101.0,3116.0
150,12580,DIABETE3,RESP046,11.55,11.11,10.52,11.41,11.74,11.89,11.42,8.85,8.87,8.4,8.91,9.0,9.97,9.22,10.2,9.99,9.46,10.16,10.37,10.93,10.32,438.0,581.0,579.0,608.0,653.0,918.0,661.0
151,12580,DRNKANY5,RESP046,60.8,60.47,58.78,57.63,58.01,58.84,59.76,55.94,56.07,54.5,52.53,52.13,55.16,55.44,58.37,58.27,56.64,55.08,55.07,57.0,57.6,2008.0,2612.0,2494.0,2383.0,2406.0,3656.0,2723.0
152,12580,_HCVU651,RESP046,89.0,88.28,88.3,93.36,93.77,93.78,94.24,84.64,84.12,84.38,89.36,88.87,91.2,91.3,86.82,86.2,86.34,91.36,91.32,92.49,92.77,2365.0,2909.0,2891.0,2760.0,2591.0,3999.0,2862.0
153,12580,_RFHLTH,RESP061,86.0,85.1,85.97,87.29,86.96,86.94,86.22,82.56,81.8,82.87,83.57,83.08,84.5,83.2,84.28,83.45,84.42,85.43,85.02,85.72,84.71,3054.0,3935.0,3947.0,3893.0,3846.0,5657.0,4250.0
154,12580,_RFHYPE5,RESP046,34.59,,34.93,,36.49,,34.85,30.39,,31.29,,31.47,,31.25,32.49,,33.11,,33.98,,33.05,1411.0,,1957.0,,2087.0,,2184.0
155,12580,_RFSMOK3,RESP046,23.86,20.39,20.49,19.25,18.49,16.56,17.05,19.46,16.67,16.89,15.09,13.79,13.82,13.79,21.66,18.53,18.69,17.17,16.14,15.19,15.42,570.0,673.0,672.0,560.0,546.0,792.0,580.0
156,12580,_TOTINDA,RESP046,74.34,78.47,75.89,80.25,78.62,78.07,74.98,69.98,74.79,72.21,76.01,73.8,75.09,70.98,72.16,76.63,74.05,78.13,76.21,76.58,72.98,2555.0,3599.0,3240.0,3618.0,3123.0,5081.0,3388.0
157,12620,BLOODCHO,RESP046,87.72,,,,,,,80.94,,,,,,,84.33,,,,,,,1074.0,,,,,,
158,12620,Custom_8,Custom_8,0.5545589894110983,,,,,,,0.4552832968452756,,,,,,,0.5049211431281869,,,,,,,529.0,,,,,,
159,12620,Custom_9,Custom_9,74.17890298447429,75.00752905261288,,,,,,58.50109701552571,58.01247094738712,,,,,,66.34,66.51,,,,,,776.0,608.0,,,,,
160,12620,DIABETE3,RESP046,11.87,9.91,,,,,,8.07,6.53,,,,,,9.97,8.22,,,,,,152.0,115.0,,,,,
161,12620,DRNKANY5,RESP046,60.79,56.75,,,,,,53.11,48.71,,,,,,56.95,52.73,,,,,,577.0,482.0,,,,,
162,12620,_HCVU651,RESP046,88.82,85.03,,,,,,81.64,76.69,,,,,,85.23,80.86,,,,,,752.0,561.0,,,,,
163,12620,_RFHLTH,RESP061,84.16,85.56,,,,,,78.2,79.24,,,,,,81.18,82.4,,,,,,947.0,748.0,,,,,
164,12620,_RFHYPE5,RESP046,36.85,,,,,,,30.15,,,,,,,33.5,,,,,,,497.0,,,,,,
165,12620,_RFSMOK3,RESP046,28.59,25.96,,,,,,21.25,18.52,,,,,,24.92,22.24,,,,,,223.0,164.0,,,,,
166,12620,_TOTINDA,RESP046,76.49,79.03,,,,,,69.47,72.17,,,,,,72.98,75.6,,,,,,847.0,705.0,,,,,
167,12700,BLOODCHO,RESP046,94.19,,,,,,,84.71,,,,,,,89.45,,,,,,,478.0,,,,,,
168,12700,Custom_8,Custom_8,0.47378773265598867,,,,,,,0.3432050007146094,,,,,,,0.40849636668529904,,,,,,,189.0,,,,,,
169,12700,Custom_9,Custom_9,67.76256089650701,64.67441599259503,,,,,,46.51743910349298,45.62558400740497,,,,,,57.14,55.15,,,,,,258.0,291.0,,,,,
170,12700,DIABETE3,RESP046,12.12,12.57,,,,,,6.04,6.65,,,,,,9.08,9.61,,,,,,53.0,58.0,,,,,
171,12700,DRNKANY5,RESP046,73.56,76.2,,,,,,61.76,65.92,,,,,,67.66,71.06,,,,,,331.0,388.0,,,,,
172,12700,_HCVU651,RESP046,97.2,95.97,,,,,,88.86,87.69,,,,,,93.03,91.83,,,,,,271.0,260.0,,,,,
173,12700,_RFHLTH,RESP061,90.83,91.73,,,,,,83.39,85.03,,,,,,87.11,88.38,,,,,,448.0,486.0,,,,,
174,12700,_RFHYPE5,RESP046,33.69,,,,,,,24.01,,,,,,,28.85,,,,,,,186.0,,,,,,
175,12700,_RFSMOK3,RESP046,19.22,18.78,,,,,,10.08,11.14,,,,,,14.65,14.96,,,,,,58.0,71.0,,,,,
176,12700,_TOTINDA,RESP046,85.25,86.89,,,,,,74.59,78.57,,,,,,79.92,82.73,,,,,,403.0,465.0,,,,,
177,12740,BLOODCHO,RESP046,90.53,,,,,,,80.53,,,,,,,85.53,,,,,,,620.0,,,,,,
178,12740,Custom_8,Custom_8,0.495484881937739,,,,,,,0.37064396174284087,,,,,,,0.4330644218402899,,,,,,,261.0,,,,,,
179,12740,Custom_9,Custom_9,68.78675867797891,69.81926249796338,,,,,,47.533241322021084,48.2607375020366,,,,,,58.16,59.03999999999999,,,,,,378.0,283.0,,,,,
180,12740,DIABETE3,RESP046,11.5,10.13,,,,,,5.82,4.83,,,,,,8.66,7.48,,,,,,74.0,42.0,,,,,
181,12740,DRNKANY5,RESP046,72.55,71.04,,,,,,62.05,60.06,,,,,,67.3,65.55,,,,,,430.0,338.0,,,,,
182,12740,_HCVU651,RESP046,95.06,92.51,,,,,,86.2,83.29,,,,,,90.63,87.9,,,,,,416.0,341.0,,,,,
183,12740,_RFHLTH,RESP061,90.69,92.83,,,,,,83.59,86.21,,,,,,87.14,89.52,,,,,,571.0,453.0,,,,,
184,12740,_RFHYPE5,RESP046,36.23,,,,,,,26.93,,,,,,,31.58,,,,,,,264.0,,,,,,
185,12740,_RFSMOK3,RESP046,23.29,18.78,,,,,,14.07,9.76,,,,,,18.68,14.27,,,,,,94.0,59.0,,,,,
186,12740,_TOTINDA,RESP046,82.79,90.81,,,,,,74.05,84.61,,,,,,78.42,87.71,,,,,,503.0,443.0,,,,,
187,12940,BLOODCHO,RESP046,80.27,,80.9,,88.4,,,72.67,,70.74,,80.76,,,76.47,,75.82,,84.58,,,954.0,,811.0,,550.0,,
188,12940,Custom_8,Custom_8,0.5377404760472679,,0.6452871315108007,,0.5099805450557402,,,0.42368230412796415,,0.4929349734746912,,0.38503009575769087,,,0.48071139008761604,,0.569111052492746,,0.44750532040671553,,,404.0,,394.0,,242.0,,
189,12940,Custom_9,Custom_9,72.6895366898522,77.71069039662319,,77.881058826664,77.02951172589617,75.82414041622992,76.70847978767397,56.07046331014779,59.749309603376815,,60.21894117333601,55.73048827410383,53.57585958377008,58.291520212326034,64.38,68.73,,69.05000000000001,66.38,64.7,67.5,710.0,944.0,,599.0,399.0,380.0,500.0
190,12940,DIABETE3,RESP046,13.71,14.02,15.13,13.77,15.48,14.25,13.65,9.05,9.6,9.49,9.31,9.4,8.87,8.67,11.38,11.81,12.31,11.54,12.44,11.56,11.16,166.0,242.0,153.0,132.0,96.0,102.0,104.0
191,12940,DRNKANY5,RESP046,58.22,57.6,58.82,58.03,54.24,59.34,57.89,50.14,49.22,48.94,50.07,44.16,48.2,48.75,54.18,53.41,53.88,54.05,49.2,53.77,53.32,523.0,565.0,427.0,465.0,280.0,298.0,388.0
192,12940,_HCVU651,RESP046,81.34,83.92,82.29,83.21,91.1,88.16,90.61,73.34,75.5,71.11,74.93,83.62,77.34,82.85,77.34,79.71,76.7,79.07,87.36,82.75,86.73,622.0,725.0,521.0,544.0,385.0,359.0,490.0
193,12940,_RFHLTH,RESP061,83.94,83.13,84.34,83.05,85.18,83.55,83.6,78.3,76.81,76.9,76.67,78.08,75.05,76.9,81.12,79.97,80.62,79.86,81.63,79.3,80.25,859.0,1021.0,723.0,731.0,503.0,482.0,610.0
194,12940,_RFHYPE5,RESP046,36.68,,44.68,,39.78,,40.51,29.62,,35.36,,31.12,,32.63,33.15,,40.02,,35.45,,36.57,479.0,,464.0,,300.0,,345.0
195,12940,_RFSMOK3,RESP046,23.41,24.53,27.01,26.02,19.36,26.02,25.43,16.67,17.55,17.83,18.66,11.76,16.06,17.95,20.04,21.04,22.42,22.34,15.56,21.04,21.69,171.0,238.0,148.0,158.0,87.0,92.0,140.0
196,12940,_TOTINDA,RESP046,74.44,76.63,71.62,75.87,74.72,77.47,72.03,66.92,69.03,62.02,69.01,65.16,67.51,63.33,70.68,72.83,66.82,72.44,69.94,72.49,67.68,780.0,972.0,591.0,654.0,408.0,454.0,468.0
197,13220,Custom_9,Custom_9,,,,,,85.07068546281992,,,,,,,62.74931453718007,,,,,,,73.91,,,,,,,370.0,
198,13220,DIABETE3,RESP046,,,,,,20.23,,,,,,,13.37,,,,,,,16.8,,,,,,,103.0,
199,13220,DRNKANY5,RESP046,,,,,,35.66,,,,,,,26.34,,,,,,,31.0,,,,,,,158.0,
200,13220,_HCVU651,RESP046,,,,,,93.86,,,,,,,84.6,,,,,,,89.23,,,,,,,341.0,
201,13220,_RFHLTH,RESP061,,,,,,72.79,,,,,,,63.77,,,,,,,68.28,,,,,,,366.0,
202,13220,_RFSMOK3,RESP046,,,,,,33.68,,,,,,,24.5,,,,,,,29.09,,,,,,,141.0,
203,13220,_TOTINDA,RESP046,,,,,,70.3,,,,,,,60.7,,,,,,,65.5,,,,,,,362.0,
204,13380,Custom_9,Custom_9,,63.29560505143297,,,,,,,44.16439494856702,,,,,,,53.73,,,,,,,474.0,,,,,
205,13380,DIABETE3,RESP046,,8.6,,,,,,,4.88,,,,,,,6.74,,,,,,,86.0,,,,,
206,13380,DRNKANY5,RESP046,,72.06,,,,,,,61.72,,,,,,,66.89,,,,,,,541.0,,,,,
207,13380,_HCVU651,RESP046,,83.52,,,,,,,70.86,,,,,,,77.19,,,,,,,456.0,,,,,
208,13380,_RFHLTH,RESP061,,90.69,,,,,,,85.25,,,,,,,87.97,,,,,,,712.0,,,,,
209,13380,_RFSMOK3,RESP046,,23.56,,,,,,,13.22,,,,,,,18.39,,,,,,,99.0,,,,,
210,13380,_TOTINDA,RESP046,,86.19,,,,,,,77.37,,,,,,,81.78,,,,,,,696.0,,,,,
211,13620,Custom_9,Custom_9,,80.0631668027743,,88.32918479440087,,85.59870301426034,,,55.77683319722569,,52.5108152055991,,56.30129698573967,,,67.92,,70.41999999999999,,70.95,,,465.0,,367.0,,333.0,
212,13620,DIABETE3,RESP046,,17.42,,14.6,,18.66,,,9.7,,8.14,,10.74,,,13.56,,11.37,,14.7,,,103.0,,85.0,,96.0,
213,13620,DRNKANY5,RESP046,,66.97,,57.18,,55.99,,,56.47,,41.66,,43.09,,,61.72,,49.42,,49.54,,,376.0,,261.0,,246.0,
214,13620,_HCVU651,RESP046,,79.21,,88.43,,93.12,,,65.49,,72.75,,80.66,,,72.35,,80.59,,86.89,,,326.0,,269.0,,252.0,
215,13620,_RFHLTH,RESP061,,83.83,,88.4,,84.3,,,74.31,,80.84,,73.32,,,79.07,,84.62,,78.81,,,558.0,,422.0,,409.0,
216,13620,_RFSMOK3,RESP046,,24.23,,24.15,,28.84,,,13.85,,13.53,,16.22,,,19.04,,18.84,,22.53,,,104.0,,98.0,,79.0,
217,13620,_TOTINDA,RESP046,,76.16,,82.44,,79.08,,,66.0,,72.4,,68.02,,,71.08,,77.42,,73.55,,,493.0,,399.0,,371.0,
218,13644,BLOODCHO,RESP046,86.04,,,,,,,79.58,,,,,,,82.81,,,,,,,1622.0,,,,,,
219,13644,Custom_8,Custom_8,0.4554612075951095,,,,,,,0.37149205891859666,,,,,,,0.4134766332568531,,,,,,,613.0,,,,,,
220,13644,Custom_9,Custom_9,62.671653005449436,,,,,,,50.26834699455056,,,,,,,56.47,,,,,,,969.0,,,,,,
221,13644,DIABETE3,RESP046,7.66,,,,,,,5.12,,,,,,,6.39,,,,,,,160.0,,,,,,
222,13644,DRNKANY5,RESP046,64.42,,,,,,,57.4,,,,,,,60.91,,,,,,,1074.0,,,,,,
223,13644,_HCVU651,RESP046,87.46,,,,,,,80.44,,,,,,,83.95,,,,,,,1201.0,,,,,,
224,13644,_RFHLTH,RESP061,92.64,,,,,,,88.22,,,,,,,90.43,,,,,,,1640.0,,,,,,
225,13644,_RFHYPE5,RESP046,24.99,,,,,,,20.29,,,,,,,22.64,,,,,,,571.0,,,,,,
226,13644,_RFSMOK3,RESP046,13.6,,,,,,,9.18,,,,,,,11.39,,,,,,,179.0,,,,,,
227,13644,_TOTINDA,RESP046,80.37,,,,,,,74.13,,,,,,,77.25,,,,,,,1373.0,,,,,,
228,13740,BLOODCHO,RESP046,81.75,,83.22,,87.26,,,73.87,,76.8,,79.82,,,77.81,,80.01,,83.54,,,960.0,,662.0,,573.0,,
229,13740,Custom_8,Custom_8,0.5018694735342188,,0.4825620690774164,,,,,0.3877334052731324,,0.376330569342781,,,,,0.4448014394036756,,0.4294463192100987,,,,,375.0,,230.0,,,,
230,13740,Custom_9,Custom_9,70.43069694025904,69.36311207830725,72.09655621141266,76.20099465664858,73.50489033947632,77.88938542882508,74.59779868540815,53.92930305974095,54.096887921692755,56.303443788587316,57.299005343351425,53.21510966052368,57.55061457117492,55.70220131459185,62.18,61.730000000000004,64.19999999999999,66.75,63.36,67.72,65.15,700.0,498.0,499.0,485.0,408.0,363.0,363.0
231,13740,DIABETE3,RESP046,12.18,10.07,10.02,12.64,9.97,12.9,9.62,7.68,6.19,6.1,7.46,5.65,7.64,4.68,9.93,8.13,8.06,10.05,7.81,10.27,7.15,124.0,79.0,73.0,83.0,73.0,70.0,41.0
232,13740,DRNKANY5,RESP046,62.54,64.11,61.99,62.81,61.4,62.32,64.83,54.2,56.55,54.19,54.23,51.92,52.64,55.81,58.37,60.33,58.09,58.52,56.66,57.48,60.32,617.0,502.0,470.0,433.0,356.0,320.0,367.0
233,13740,_HCVU651,RESP046,84.85,83.57,84.61,87.08,90.88,92.9,91.85,76.85,76.39,77.35,78.76,82.38,85.34,84.83,80.85,79.98,80.98,82.92,86.63,89.12,88.34,621.0,463.0,494.0,448.0,388.0,342.0,391.0
234,13740,_RFHLTH,RESP061,85.66,87.27,85.55,85.77,88.18,87.15,88.7,79.38,81.87,79.75,79.19,81.72,80.17,82.62,82.52,84.57,82.65,82.48,84.95,83.66,85.66,955.0,705.0,671.0,659.0,572.0,483.0,525.0
235,13740,_RFHYPE5,RESP046,35.31,,32.86,,32.87,,28.31,28.05,,26.0,,24.99,,21.01,31.68,,29.43,,28.93,,24.66,425.0,,257.0,,252.0,,171.0
236,13740,_RFSMOK3,RESP046,25.72,23.15,22.0,28.79,20.95,21.22,20.97,18.74,16.79,15.92,20.41,13.23,13.42,13.79,22.23,19.97,18.96,24.6,17.09,17.32,17.38,217.0,142.0,142.0,133.0,90.0,81.0,92.0
237,13740,_TOTINDA,RESP046,77.69,81.74,78.24,81.9,83.67,81.64,79.21,70.21,75.54,71.06,74.42,76.15,73.6,71.37,73.95,78.64,74.65,78.16,79.91,77.62,75.29,815.0,654.0,582.0,633.0,502.0,446.0,450.0
238,13780,Custom_9,Custom_9,,,,,,70.61259143506716,,,,,,,48.80740856493283,,,,,,,59.709999999999994,,,,,,,571.0,
239,13780,DIABETE3,RESP046,,,,,,12.85,,,,,,,8.11,,,,,,,10.48,,,,,,,130.0,
240,13780,DRNKANY5,RESP046,,,,,,60.45,,,,,,,49.71,,,,,,,55.08,,,,,,,480.0,
241,13780,_HCVU651,RESP046,,,,,,97.03,,,,,,,90.41,,,,,,,93.72,,,,,,,514.0,
242,13780,_RFHLTH,RESP061,,,,,,84.31,,,,,,,77.21,,,,,,,80.76,,,,,,,710.0,
243,13780,_RFSMOK3,RESP046,,,,,,27.98,,,,,,,18.66,,,,,,,23.32,,,,,,,155.0,
244,13780,_TOTINDA,RESP046,,,,,,79.05,,,,,,,68.93,,,,,,,73.99,,,,,,,664.0,
245,13820,BLOODCHO,RESP046,87.88,,85.97,,85.69,,,82.66,,79.97,,78.99,,,85.27,,82.97,,82.34,,,1284.0,,1185.0,,1155.0,,
246,13820,Custom_8,Custom_8,0.5531631872266586,,0.5592317104419707,,0.5466564123079753,,,0.460557933917941,,0.46378865836603206,,0.4509146345708198,,,0.5068605605722998,,0.5115101844040014,,0.4987855234393976,,,617.0,,559.0,,541.0,,
247,13820,Custom_9,Custom_9,72.2166435392061,74.30456234473763,74.74959622052233,71.94640486050521,75.9020176200006,75.97623171934644,75.97522204157812,57.323356460793896,60.99543765526238,59.890403779477644,58.153595139494776,60.23798237999938,60.163768280653535,60.32477795842189,64.77,67.65,67.32,65.05,68.07,68.07,68.15,904.0,1194.0,856.0,969.0,844.0,769.0,829.0
248,13820,DIABETE3,RESP046,12.35,12.92,14.18,14.51,14.48,14.79,16.04,8.39,9.58,10.22,10.63,10.4,10.37,11.72,10.37,11.25,12.2,12.57,12.44,12.58,13.88,197.0,270.0,214.0,241.0,205.0,172.0,221.0
249,13820,DRNKANY5,RESP046,48.43,45.51,47.81,47.47,47.55,45.94,49.81,41.29,39.27,40.67,40.89,40.25,38.88,42.59,44.86,42.39,44.24,44.18,43.9,42.41,46.2,543.0,675.0,515.0,601.0,492.0,471.0,507.0
250,13820,_HCVU651,RESP046,84.58,80.78,85.07,87.16,88.04,88.7,87.82,78.78,73.96,77.67,80.92,80.4,82.66,81.66,81.68,77.37,81.37,84.04,84.22,85.68,84.74,819.0,1009.0,763.0,923.0,791.0,742.0,723.0
251,13820,_RFHLTH,RESP061,81.6,80.74,82.13,82.29,83.49,81.11,82.98,76.04,75.8,76.87,77.31,78.27,75.31,77.6,78.82,78.27,79.5,79.8,80.88,78.21,80.29,1108.0,1367.0,1020.0,1215.0,1048.0,944.0,991.0
252,13820,_RFHYPE5,RESP046,42.0,,41.18,,41.37,,44.4,35.5,,34.8,,34.75,,37.7,38.75,,37.99,,38.06,,41.05,677.0,,631.0,,619.0,,642.0
253,13820,_RFSMOK3,RESP046,23.41,24.18,25.11,20.8,23.35,23.17,22.7,17.93,18.74,18.79,15.42,16.97,17.13,16.7,20.67,21.46,21.95,18.11,20.16,20.15,19.7,279.0,328.0,239.0,240.0,232.0,208.0,224.0
254,13820,_TOTINDA,RESP046,71.72,78.07,71.15,76.99,71.49,73.03,73.12,65.34,72.69,64.33,71.35,64.43,66.57,66.58,68.53,75.38,67.74,74.17,67.96,69.8,69.85,940.0,1334.0,864.0,1143.0,810.0,841.0,800.0
255,13900,BLOODCHO,RESP046,83.32,,84.36,,82.63,,,75.36,,77.42,,73.69,,,79.34,,80.89,,78.16,,,854.0,,891.0,,772.0,,
256,13900,Custom_8,Custom_8,0.5839864341386578,,0.5026447015504545,,0.5188005839559825,,,0.46794197523870534,,0.4005571775446129,,0.39445427786592124,,,0.5259642046886815,,0.4516009395475337,,0.45662743091095187,,,380.0,,358.0,,320.0,,
257,13900,Custom_9,Custom_9,71.95061822435765,76.38941471530988,74.81176773238896,79.48258746410276,77.34115023910788,,76.72493676718086,55.28938177564233,56.57058528469012,58.34823226761104,60.11741253589724,57.77884976089213,,60.51506323281915,63.62,66.48,66.58,69.8,67.56,,68.62,606.0,529.0,662.0,667.0,539.0,,732.0
258,13900,DIABETE3,RESP046,8.2,11.8,9.75,9.38,11.63,10.06,11.08,4.94,7.14,6.11,5.34,7.13,6.58,7.32,6.57,9.47,7.93,7.36,9.38,8.32,9.2,86.0,100.0,101.0,85.0,109.0,122.0,139.0
259,13900,DRNKANY5,RESP046,68.13,68.32,67.0,64.11,63.85,71.52,66.82,60.01,59.46,59.24,55.09,54.63,64.08,59.26,64.07,63.89,63.12,59.6,59.24,67.8,63.04,567.0,501.0,623.0,586.0,500.0,645.0,655.0
260,13900,_HCVU651,RESP046,89.3,92.25,91.42,93.07,93.56,92.95,95.46,81.78,83.87,85.26,85.23,84.94,87.03,90.48,85.54,88.06,88.34,89.15,89.25,89.99,92.97,579.0,513.0,642.0,579.0,512.0,601.0,634.0
261,13900,_RFHLTH,RESP061,89.01,89.07,88.16,89.2,90.19,89.09,88.75,83.67,83.15,82.48,82.88,84.71,84.03,83.69,86.34,86.11,85.32,86.04,87.45,86.56,86.22,820.0,687.0,885.0,887.0,747.0,894.0,942.0
262,13900,_RFHYPE5,RESP046,32.84,,33.63,,34.83,,32.98,26.1,,26.97,,27.03,,26.52,29.47,,30.3,,30.93,,29.75,365.0,,372.0,,341.0,,418.0
263,13900,_RFSMOK3,RESP046,22.71,23.01,26.1,24.68,22.46,23.63,22.03,15.73,15.01,18.7,16.64,14.74,16.57,15.65,19.22,19.01,22.4,20.66,18.6,20.1,18.84,139.0,109.0,173.0,144.0,119.0,150.0,155.0
264,13900,_TOTINDA,RESP046,80.94,82.0,74.95,82.8,79.58,83.24,76.62,74.2,74.12,67.51,75.66,71.62,77.12,69.72,77.57,78.06,71.23,79.23,75.6,80.18,73.17,714.0,649.0,728.0,818.0,620.0,822.0,757.0
265,14260,BLOODCHO,RESP046,76.41,,81.97,,82.93,,,69.43,,75.65,,75.95,,,72.92,,78.81,,79.44,,,1270.0,,1249.0,,1263.0,,
266,14260,Custom_8,Custom_8,,,0.5079082704408486,,0.5288321121276331,,,,,0.40872667436311017,,0.4271094790103326,,,,,0.4583174724019794,,0.47797079556898286,,,,,520.0,,557.0,,
267,14260,Custom_9,Custom_9,67.82991814415414,69.74952291030888,72.63155554213917,74.4202233219682,73.02923377892374,,73.86472864010044,53.170081855845865,53.610477089691116,57.908444457860824,58.299776678031805,57.89076622107628,,58.295271359899566,60.5,61.68,65.27,66.36,65.46000000000001,,66.08,892.0,878.0,910.0,845.0,908.0,,825.0
268,14260,DIABETE3,RESP046,11.22,9.01,9.32,9.32,8.79,10.02,10.36,7.58,5.53,5.94,5.98,5.81,6.6,6.92,9.4,7.27,7.63,7.65,7.3,8.31,8.64,190.0,169.0,160.0,149.0,171.0,173.0,156.0
269,14260,DRNKANY5,RESP046,58.42,56.34,60.42,55.64,55.54,59.41,56.6,51.16,48.46,53.44,47.88,48.02,51.73,49.12,54.79,52.4,56.93,51.76,51.78,55.57,52.86,720.0,707.0,730.0,607.0,666.0,639.0,599.0
270,14260,_HCVU651,RESP046,78.87,80.44,80.51,84.02,86.71,86.26,84.78,71.47,72.24,73.33,76.88,80.09,78.66,77.02,75.17,76.34,76.92,80.45,83.4,82.46,80.9,854.0,776.0,795.0,692.0,804.0,720.0,724.0
271,14260,_RFHLTH,RESP061,89.93,88.49,90.52,90.09,89.72,88.81,88.68,85.89,83.23,86.12,85.19,85.22,83.67,83.62,87.91,85.86,88.32,87.64,87.47,86.24,86.15,1263.0,1214.0,1268.0,1142.0,1237.0,1129.0,1094.0
272,14260,_RFHYPE5,RESP046,31.57,,32.52,,33.28,,32.72,25.49,,26.4,,26.96,,26.44,28.53,,29.46,,30.12,,29.58,574.0,,554.0,,569.0,,486.0
273,14260,_RFSMOK3,RESP046,20.88,19.18,21.51,17.14,14.8,15.72,15.29,14.46,12.82,15.71,11.54,9.98,10.34,10.03,17.67,16.0,18.61,14.34,12.39,13.03,12.66,206.0,190.0,225.0,175.0,165.0,149.0,130.0
274,14260,_TOTINDA,RESP046,82.78,84.52,80.11,84.77,84.4,85.91,81.3,76.66,78.56,73.75,78.89,78.72,80.43,75.1,79.72,81.54,76.93,81.83,81.56,83.17,78.2,1143.0,1176.0,1086.0,1077.0,1060.0,1062.0,920.0
275,14454,BLOODCHO,RESP046,,,87.46,,87.97,,,,,83.58,,84.17,,,,,85.52,,86.07,,,,,3630.0,,2155.0,,
276,14454,Custom_8,Custom_8,,,0.4285952867337563,,0.4125448219197542,,,,,0.37028216883219317,,0.3491607665547433,,,,,0.39943872778297473,,0.38085279423724877,,,,,1436.0,,780.0,,
277,14454,Custom_9,Custom_9,,60.08717846653191,60.562714409014724,61.37987885300919,62.53560005930758,64.46787632619944,68.55796411292391,,52.292821533468086,50.797285590985275,52.30012114699082,51.74439994069242,52.792123673800546,52.8420358870761,,56.19,55.68,56.84,57.14,58.629999999999995,60.7,,3195.0,2170.0,2548.0,1292.0,1264.0,1077.0
278,14454,DIABETE3,RESP046,,8.24,10.07,9.95,8.92,10.17,10.62,,6.32,7.49,7.59,6.34,6.95,6.78,,7.28,8.78,8.77,7.63,8.56,8.7,,627.0,444.0,586.0,256.0,260.0,242.0
279,14454,DRNKANY5,RESP046,,66.49,66.59,64.04,62.97,64.05,67.31,,62.65,61.69,59.1,57.53,58.05,59.91,,64.57,64.14,61.57,60.25,61.05,63.61,,3384.0,2311.0,2509.0,1374.0,1379.0,1146.0
280,14454,_HCVU651,RESP046,,94.58,93.64,95.67,95.75,95.49,94.5,,92.3,90.22,92.73,92.81,92.07,89.48,,93.44,91.93,94.2,94.28,93.78,91.99,,3884.0,2638.0,2690.0,1634.0,1529.0,1167.0
