,Locationabbr,QuestionID,RESPONSEID,mean_and_cl,param_list,trend_class
0,10020,BLOODCHO,RESP046,"[[75.37, nan, nan, nan, nan, nan, nan], [66.49, nan, nan, nan, nan, nan, nan]]","[0, 0, 75.37, 2011, 2011, 75.37, 75.37, 0, 0]",00
1,10020,Custom_8,Custom_8,"[[46.70293220114104, nan, nan, nan, nan, nan, nan], [36.662352908239626, nan, nan, nan, nan, nan, nan]]","[0, 0, 46.70293220114104, 2011, 2011, 46.70293220114104, 46.70293220114104, 0, 0]",00
2,10020,Custom_9,Custom_9,"[[59.519999999999996, nan, nan, nan, nan, nan, nan], [44.72474400356654, nan, nan, nan, nan, nan, nan]]","[0, 0, 59.519999999999996, 2011, 2011, 59.519999999999996, 59.519999999999996, 0, 0]",00
3,10020,DIABETE3,RESP046,"[[11.1, nan, nan, nan, nan, nan, nan], [7.77, nan, nan, nan, nan, nan, nan]]","[0, 0, 11.1, 2011, 2011, 11.1, 11.1, 0, 0]",00
4,10020,DRNKANY5,RESP046,"[[55.12, nan, nan, nan, nan, nan, nan], [46.79, nan, nan, nan, nan, nan, nan]]","[0, 0, 55.12, 2011, 2011, 55.12, 55.12, 0, 0]",00
5,10020,_HCVU651,RESP046,"[[80.58, nan, nan, nan, nan, nan, nan], [73.39, nan, nan, nan, nan, nan, nan]]","[0, 0, 80.58, 2011, 2011, 80.58, 80.58, 0, 0]",00
6,10020,_RFHLTH,RESP061,"[[80.3, nan, nan, nan, nan, nan, nan], [75.28, nan, nan, nan, nan, nan, nan]]","[0, 0, 80.3, 2011, 2011, 80.3, 80.3, 0, 0]",00
7,10020,_RFHYPE5,RESP046,"[[33.58, nan, nan, nan, nan, nan, nan], [26.97, nan, nan, nan, nan, nan, nan]]","[0, 0, 33.58, 2011, 2011, 33.58, 33.58, 0, 0]",00
8,10020,_RFSMOK3,RESP046,"[[16.2, nan, nan, nan, nan, nan, nan], [11.91, nan, nan, nan, nan, nan, nan]]","[0, 0, 16.2, 2011, 2011, 16.2, 16.2, 0, 0]",00
9,10020,_TOTINDA,RESP046,"[[67.56, nan, nan, nan, nan, nan, nan], [59.78, nan, nan, nan, nan, nan, nan]]","[0, 0, 67.56, 2011, 2011, 67.56, 67.56, 0, 0]",00
10,10100,BLOODCHO,RESP046,"[[76.26, nan, nan, nan, 85.18, nan, nan], [69.01, nan, nan, nan, 80.55, nan, nan]]","[0, 2.23, -4408.27, 2011, 2015, 76.25999999999931, 85.17999999999938, 2.23, 2.23]",0+
11,10100,Custom_8,Custom_8,"[[58.025177025963806, nan, nan, nan, 33.17680206621272, nan, nan], [46.21915022717715, nan, nan, nan, 27.56122049648114, nan, nan]]","[0, -6.21209373993777, 12550.54568804082, 2011, 2015, 58.025177025963785, 33.176802066212986, -6.21209373993777, -6.21209373993777]",0+
12,10100,Custom_9,Custom_9,"[[62.04, nan, nan, 74.14, 69.82000000000001, nan, 65.64], [46.35575312614597, nan, nan, 62.24665312033656, 58.40246523981644, nan, 51.24253841817941]]","[-0.95943035561634, 3865.114686108272, -3892631.0186791685, 2011, 2017, 62.16589905787259, 65.34118117112666, 6.285795819352188, -5.227368448043762]",-+
13,10100,DIABETE3,RESP046,"[[6.11, nan, nan, 7.33, 8.59, nan, 12.1], [3.82, nan, nan, 5.25, 5.92, nan, 8.12]]","[0.1926639953143731, -775.0510878967522, 779477.3342074337, 2011, 2017, 6.105841823038645, 12.102753200219013, -0.15649874234361505, 2.1554692014289003]",--
14,10100,DRNKANY5,RESP046,"[[48.89, nan, nan, 62.47, 59.13, nan, 52.77], [41.52, nan, nan, 57.08, 53.64, nan, 45.54]]","[-1.1499274280464644, 4632.508421660158, -4665479.796203081, 2011, 2017, 48.979516800493, 52.58396573737264, 7.500306057278067, -6.298823079278918]",-+
15,10100,_HCVU651,RESP046,"[[85.05, nan, nan, 90.71, 89.39, nan, 88.38], [78.27, nan, nan, 85.4, 85.12, nan, 82.7]]","[-0.388880309154942, 1566.9386717641428, -1578349.5533218405, 2011, 2017, 85.09085585759021, 88.26357478601858, 2.8620683429660403, -1.8044953668932067]",+-
16,10100,_RFHLTH,RESP061,"[[79.82, nan, nan, 83.65, 88.35, nan, 86.74], [74.29, nan, nan, 79.67, 85.17, nan, 82.49]]","[0, 1.282006008015134, -2498.0232438082867, 2011, 2017, 80.09083831014777, 87.78287435823859, 1.282006008015134, 1.282006008015134]",0+
17,10100,_RFHYPE5,RESP046,"[[31.97, nan, nan, nan, 28.62, nan, 31.58], [25.44, nan, nan, nan, 24.19, nan, 25.37]]","[0, -0.13993223714594388, 313.0026026310253, 2011, 2017, 31.598873730532148, 30.759280307656468, -0.13993223714594388, -0.13993223714594388]",0+
18,10100,_RFSMOK3,RESP046,"[[24.08, nan, nan, 18.64, 15.04, nan, 16.27], [17.51, nan, nan, 13.29, 10.71, nan, 10.68]]","[0.26591911158084297, -1072.47197723329, 1081356.2395169511, 2011, 2017, 24.15674623521045, 16.057971521047875, -2.9453104551396336, 0.24571888383047735]",+-
19,10100,_TOTINDA,RESP046,"[[70.68, nan, nan, 74.24, 74.82, nan, 69.26], [64.15, nan, nan, 68.83, 69.82, nan, 61.87]]","[-0.536798312503492, 2162.0079997538596, -2176850.128482347, 2011, 2017, 70.63066273042932, 69.33704466931522, 3.005186864814732, -3.4363928852271783]",--
20,10380,BLOODCHO,RESP046,"[[nan, nan, 83.06, nan, nan, nan, nan], [nan, nan, 78.61, nan, nan, nan, nan]]","[0, 0, 83.06, 2013, 2013, 83.06, 83.06, 0, 0]",00
21,10380,Custom_8,Custom_8,"[[nan, nan, 42.583674452203226, nan, nan, nan, nan], [nan, nan, 35.81848563791762, nan, nan, nan, nan]]","[0, 0, 42.583674452203226, 2013, 2013, 42.583674452203226, 42.583674452203226, 0, 0]",00
22,10380,Custom_9,Custom_9,"[[nan, 67.84, 63.540000000000006, 68.3, nan, nan, nan], [nan, 58.03710246916761, 53.03557712199286, 57.033407791173055, nan, nan, nan]]","[0, 0.4400076034998146, -819.184101823979, 2012, 2014, 66.11119641764799, 66.99121162464769, 0.4400076034998146, 0.4400076034998146]",0-
23,10380,DIABETE3,RESP046,"[[nan, 15.16, 14.75, 18.51, nan, nan, nan], [nan, 11.85, 11.42, 14.81, nan, nan, nan]]","[0, 1.7473829836676624, -3501.299478495722, 2012, 2014, 14.435084643615028, 17.929850610950325, 1.7473829836676624, 1.7473829836676624]",0-
24,10380,DRNKANY5,RESP046,"[[nan, 24.88, 23.97, 25.61, nan, nan, nan], [nan, 20.45, 18.78, 20.81, nan, nan, nan]]","[0, 0.4046525554883423, -789.8159742204789, 2012, 2014, 24.344967422065793, 25.154272533042445, 0.4046525554883423, 0.4046525554883423]",0-
25,10380,_HCVU651,RESP046,"[[nan, 92.33, 97.79, 89.49, nan, nan, nan], [nan, 89.25, 96.18, 85.55, nan, nan, nan]]","[0, -1.584655867021292, 3281.504371761917, 2012, 2014, 93.17676731507754, 90.00745558103472, -1.584655867021292, -1.584655867021292]",0-
26,10380,_RFHLTH,RESP061,"[[nan, 62.68, 65.57, 67.11, nan, nan, nan], [nan, 58.09, 60.61, 62.45, nan, nan, nan]]","[0, 2.2112698477917347, -4386.144733005483, 2012, 2014, 62.930200751487064, 67.35274044707057, 2.2112698477917347, 2.2112698477917347]",0+
27,10380,_RFHYPE5,RESP046,"[[nan, nan, 40.27, nan, nan, nan, nan], [nan, nan, 35.27, nan, nan, nan, nan]]","[0, 0, 40.27, 2013, 2013, 40.27, 40.27, 0, 0]",00
28,10380,_RFSMOK3,RESP046,"[[nan, 12.65, 12.68, 10.55, nan, nan, nan], [nan, 9.0, 8.62, 7.26, nan, nan, nan]]","[0, -1.0043747963412548, 2033.8474246661765, 2012, 2014, 13.045334427571788, 11.036584834889254, -1.0043747963412548, -1.0043747963412548]",0+
29,10380,_TOTINDA,RESP046,"[[nan, 52.72, 56.35, 56.84, nan, nan, nan], [nan, 47.88, 51.12, 51.63, nan, nan, nan]]","[0, 2.019332861251955, -4009.583997392441, 2012, 2014, 53.31371944649254, 57.352385168996534, 2.019332861251955, 2.019332861251955]",0+
30,10420,BLOODCHO,RESP046,"[[80.34, nan, 80.11, nan, 76.91, nan, nan], [75.34, nan, 74.7, nan, 69.95, nan, nan]]","[0, -0.9303406758570256, 1951.8571943780867, 2011, 2015, 80.94209522960819, 77.22073252617997, -0.9303406758570256, -0.9303406758570256]",0-
31,10420,Custom_8,Custom_8,"[[47.29897933781429, nan, 46.69828985145424, nan, 45.81978936419191, nan, nan], [40.199866371733535, nan, 39.2902253065971, nan, 37.03086385023036, nan, nan]]","[0, -0.37433007537769164, 800.128924625219, 2011, 2015, 47.35114304068111, 45.85382273917037, -0.37433007537769164, -0.37433007537769164]",0+
32,10420,Custom_9,Custom_9,"[[62.09, 63.68000000000001, 66.32, nan, 62.2, nan, nan], [51.08709129366239, 53.15253116841471, 54.31098255476327, nan, 48.62640430836398, nan, nan]]","[-0.9332889516961348, 3757.5533302857057, -3782044.551513058, 2011, 2015, 61.74706917209551, 62.27511220006272, 3.8651665638517443, -3.6011450497176156]",-+
33,10420,DIABETE3,RESP046,"[[8.39, 8.43, 9.4, nan, 9.83, nan, nan], [5.69, 6.2, 6.66, nan, 6.95, nan, nan]]","[0, 0.3846756552523616, -765.2186121253407, 2011, 2015, 8.364130587158456, 9.902833208167976, 0.3846756552523616, 0.3846756552523616]",0-
34,10420,DRNKANY5,RESP046,"[[63.31, 57.32, 53.49, nan, 58.55, nan, nan], [58.08, 52.44, 47.81, nan, 52.12, nan, nan]]","[1.8062439192678252, -7273.178260147589, 7321755.990777633, 2011, 2015, 63.474654148332775, 58.51368944719434, -8.465216852395315, 5.984734501746971]",+-
35,10420,_HCVU651,RESP046,"[[86.64, 79.14, 87.3, nan, 93.4, nan, nan], [81.99, 73.79, 83.24, nan, 89.44, nan, nan]]","[0, 2.3974018057965387, -4739.338048566732, 2011, 2015, 81.83698289010681, 91.42659011329306, 2.3974018057965387, 2.3974018057965387]",0+
36,10420,_RFHLTH,RESP061,"[[80.99, 79.46, 79.01, nan, 85.68, nan, nan], [76.93, 75.44, 74.29, nan, 81.52, nan, nan]]","[1.0449543403651262, -4205.855675316319, 4232135.088666621, 2011, 2015, 81.1175172580406, 85.63951323274523, -3.0493183677817797, 5.310316355139548]",++
37,10420,_RFHYPE5,RESP046,"[[30.37, nan, 31.19, nan, 35.93, nan, nan], [25.92, nan, 26.47, nan, 30.19, nan, nan]]","[0, 1.4658248996492051, -2918.1640799525617, 2011, 2015, 29.60979324198979, 35.47309284058656, 1.4658248996492051, 1.4658248996492051]",0-
38,10420,_RFSMOK3,RESP046,"[[26.88, 21.73, 20.12, nan, 27.8, nan, nan], [21.84, 17.4, 15.69, nan, 20.8, nan, nan]]","[1.8018018538054736, -7253.825987831854, 7300766.232597559, 2011, 2015, 26.88588134665042, 27.798983701504767, -6.978931826239204, 7.435483004204798]",--
39,10420,_TOTINDA,RESP046,"[[78.83, 77.74, 75.69, nan, 70.38, nan, nan], [74.79, 73.76, 71.03, nan, 63.42, nan, nan]]","[-0.28421535016812266, 1142.1248864918568, -1147333.001642914, 2011, 2015, 78.87895495188423, 70.37450181157328, -0.9892518843325888, -3.262974685677591]",--
40,10580,BLOODCHO,RESP046,"[[nan, nan, nan, nan, 82.7, nan, nan], [nan, nan, nan, nan, 78.56, nan, nan]]","[0, 0, 82.7, 2015, 2015, 82.7, 82.7, 0, 0]",00
41,10580,Custom_8,Custom_8,"[[nan, nan, nan, nan, 46.4328899637243, nan, nan], [nan, nan, nan, nan, 40.95733968267578, nan, nan]]","[0, 0, 46.4328899637243, 2015, 2015, 46.4328899637243, 46.4328899637243, 0, 0]",00
42,10580,Custom_9,Custom_9,"[[nan, nan, nan, nan, 64.28999999999999, 63.650000000000006, 63.28], [nan, nan, nan, nan, 55.17705865266323, 58.025082222823166, 52.3927046517512]]","[0, 0, 63.74, 2015, 2017, 63.74, 63.74, 0, 0]",00
43,10580,DIABETE3,RESP046,"[[nan, nan, nan, nan, 10.18, 8.76, 11.06], [nan, nan, nan, nan, 7.71, 7.43, 7.94]]","[0, 0.4850162995159544, -967.3690471387985, 2015, 2017, 9.938796385849628, 10.908828984881552, 0.4850162995159544, 0.4850162995159544]",0-
44,10580,DRNKANY5,RESP046,"[[nan, nan, nan, nan, 57.64, 61.58, 62.71], [nan, nan, nan, nan, 53.27, 58.84, 57.42]]","[0, 2.4973685786093722, -4974.320697541745, 2015, 2017, 57.87698835613992, 62.8717255133588, 2.4973685786093722, 2.4973685786093722]",0-
45,10580,_HCVU651,RESP046,"[[nan, nan, nan, nan, 95.06, 93.95, 91.63], [nan, nan, nan, nan, 92.61, 92.46, 88.08]]","[0, -1.7407781089757624, 3602.8263346220297, 2015, 2017, 95.15844503586868, 91.67688881791719, -1.7407781089757624, -1.7407781089757624]",0-
46,10580,_RFHLTH,RESP061,"[[nan, nan, nan, nan, 87.22, 85.9, 83.34], [nan, nan, nan, nan, 84.34, 84.16, 79.6]]","[0, -1.9601054574313064, 4036.931290757794, 2015, 2017, 87.31879403371204, 83.39858311884927, -1.9601054574313064, -1.9601054574313064]",0-
47,10580,_RFHYPE5,RESP046,"[[nan, nan, nan, nan, 31.77, nan, 32.22], [nan, nan, nan, nan, 28.07, nan, 27.56]]","[0, 0.22499999999999962, -421.6049999999993, 2015, 2017, 31.769999999999925, 32.21999999999997, 0.22499999999999962, 0.22499999999999962]",0-
48,10580,_RFSMOK3,RESP046,"[[nan, nan, nan, nan, 13.49, 16.71, 15.77], [nan, nan, nan, nan, 10.45, 14.63, 11.65]]","[0, 1.0460784574210042, -2093.9457541716783, 2015, 2017, 13.902337531645117, 15.994494446487352, 1.0460784574210042, 1.0460784574210042]",0-
49,10580,_TOTINDA,RESP046,"[[nan, nan, nan, nan, 74.53, 77.93, 77.57], [nan, nan, nan, nan, 70.49, 75.68, 73.08]]","[0, 1.4956588184907071, -2938.9668357087708, 2015, 2017, 74.78568355000425, 77.77700118698567, 1.4956588184907071, 1.4956588184907071]",0+
50,10740,BLOODCHO,RESP046,"[[75.93, nan, 75.34, nan, 78.11, nan, nan], [73.73, nan, 72.69, nan, 74.9, nan, nan]]","[0, 0.6503901216813333, -1232.7995057689063, 2011, 2015, 75.13502893225495, 77.7365894189802, 0.6503901216813333, 0.6503901216813333]",0+
51,10740,Custom_8,Custom_8,"[[44.60687475306202, nan, 48.38067427661269, nan, 43.97644347714761, nan, nan], [41.25289825631645, nan, 44.172066920762944, nan, 39.22784656097298, nan, nan]]","[0, -0.4112568937131236, 873.6691143925726, 2011, 2015, 46.63150113548113, 44.98647356062861, -0.4112568937131236, -0.4112568937131236]",0+
52,10740,Custom_9,Custom_9,"[[59.730000000000004, 59.5, 60.55, 64.13, 63.5, 64.25, 64.03], [55.09465750995679, 55.14234007751867, 54.98061942402927, 57.68764018390776, 55.9994600194386, 56.71922978706693, 57.549506191654835]]","[-0.15328842423363062, 618.3486978035548, -623523.4686242417, 2011, 2017, 58.82715857261792, 64.24470851558726, 1.8226555358925225, -0.016805554911115905]",-+
53,10740,DIABETE3,RESP046,"[[8.46, 8.72, 9.98, 11.23, 11.0, 9.34, 9.13], [7.26, 7.64, 8.29, 9.51, 9.0, 7.52, 7.44]]","[-0.25570280638499787, 1030.1129573783514, -1037456.0401598141, 2011, 2017, 8.028067546663806, 8.880387104232796, 1.676270097889983, -1.3921635787298783]",-+
54,10740,DRNKANY5,RESP046,"[[55.77, 51.35, 51.74, 51.43, 51.98, 52.23, 54.38], [53.36, 49.14, 48.88, 48.22, 48.39, 48.6, 51.19]]","[0.37867126299318576, -1525.392480772439, 1536226.8526683664, 2011, 2017, 54.980602256953716, 54.35280164144933, -2.3766610138459328, 2.167394142072226]",+-
55,10740,_HCVU651,RESP046,"[[78.25, 76.44, 76.25, 83.6, 86.79, 89.75, 86.14], [75.92, 74.23, 73.29, 80.58, 83.54, 87.01, 83.49]]","[0, 2.287013332905919, -4523.528813105219, 2011, 2017, 75.65499936858305, 89.37707936601873, 2.287013332905919, 2.287013332905919]",0+
56,10740,_RFHLTH,RESP061,"[[83.74, 82.27, 80.75, 81.12, 82.24, 79.13, 80.83], [82.13, 80.62, 78.44, 78.73, 79.63, 76.37, 78.4]]","[0, -0.43947770709909745, 966.4467790607448, 2011, 2017, 82.65711008445987, 80.0202438418653, -0.43947770709909745, -0.43947770709909745]",0-
57,10740,_RFHYPE5,RESP046,"[[25.61, nan, 26.82, nan, 28.19, nan, 28.53], [23.73, nan, 24.51, nan, 25.35, nan, 25.86]]","[-0.062051128404839964, 250.45463309091969, -252696.49006828698, 2011, 2017, 25.505621842690744, 28.581749100063462, 0.8849946466533538, 0.14038110579525664]",-+
58,10740,_RFSMOK3,RESP046,"[[22.35, 18.71, 19.14, 19.43, 18.18, 16.25, 16.73], [20.31, 16.93, 16.89, 16.69, 15.32, 13.39, 14.28]]","[0, -0.8588467663429068, 1748.4845687727873, 2011, 2017, 21.34372165720174, 16.190641059144355, -0.8588467663429068, -0.8588467663429068]",0+
59,10740,_TOTINDA,RESP046,"[[76.29, 81.1, 77.38, 78.69, 81.37, 82.6, 77.58], [74.23, 79.43, 74.95, 76.04, 78.61, 79.97, 74.88]]","[-0.2794636524767225, 1126.18792574015, -1134502.9570605545, 2011, 2017, 76.13588507170789, 79.18588645500131, 2.1851154787721043, -1.1684483509486654]",+-
60,10900,BLOODCHO,RESP046,"[[81.19, nan, 82.53, nan, 83.45, nan, nan], [77.25, nan, 78.45, nan, 77.45, nan, nan]]","[0, 0.553428971663486, -1031.6742889184145, 2011, 2015, 81.271373096856, 83.48508898350997, 0.553428971663486, 0.553428971663486]",0+
61,10900,Custom_8,Custom_8,"[[40.55918216529129, nan, 50.80576759966073, nan, 39.48472139005393, nan, nan], [34.920594174921355, nan, 44.53721883247944, nan, 31.977008988459577, nan, nan]]","[0, -0.7582621509475246, 1569.9171621288442, 2011, 2015, 45.05197657337226, 42.01892796958214, -0.7582621509475246, -0.7582621509475246]",0+
62,10900,Custom_9,Custom_9,"[[66.32000000000001, 64.00999999999999, 69.53, 66.6, 68.67, 63.839999999999996, 63.65], [56.45894021922594, 55.52962264990524, 59.68578850288151, 56.6386095348089, 54.48695025743758, 51.202338032689745, 51.10565864622618]]","[-0.40836762131306625, 1644.530768129434, -1655597.9082981092, 2011, 2017, 65.39333796361461, 63.14927484607324, 2.0761952082814332, -2.824216247475306]",++
63,10900,DIABETE3,RESP046,"[[12.07, 10.02, 10.07, 12.04, 13.17, 11.13, 11.43], [8.93, 7.67, 7.29, 9.32, 9.27, 7.58, 7.92]]","[0, 0.06996151698548272, -129.28591976944708, 2011, 2017, 11.406690888358696, 11.826459990271587, 0.06996151698548272, 0.06996151698548272]",0-
64,10900,DRNKANY5,RESP046,"[[59.35, 54.96, 55.13, 58.81, 57.23, 60.04, 58.99], [54.65, 50.92, 50.52, 54.01, 50.62, 54.32, 52.74]]","[0.19877132467866315, -800.3245906913372, 805655.3335627146, 2011, 2017, 57.87001323548611, 59.827843921259046, -0.8663228337539977, 1.5189330623899195]",--
65,10900,_HCVU651,RESP046,"[[84.9, 89.06, 84.79, 84.94, 92.09, 90.77, 91.89], [81.04, 86.16, 80.54, 80.55, 87.54, 86.42, 88.07]]","[0, 1.2974162731861953, -2524.908286291793, 2011, 2017, 84.19583908564573, 91.98033672476276, 1.2974162731861953, 1.2974162731861953]",0+
66,10900,_RFHLTH,RESP061,"[[84.4, 83.18, 79.12, 84.41, 81.6, 84.0, 82.92], [81.13, 80.12, 75.24, 81.1, 76.6, 79.57, 78.67]]","[0, 0.07934149987254402, -77.2286974091011, 2011, 2017, 82.32705883458493, 82.80310783382018, 0.07934149987254402, 0.07934149987254402]",0+
67,10900,_RFHYPE5,RESP046,"[[34.81, nan, 36.91, nan, 36.31, nan, 32.67], [30.44, nan, 32.68, nan, 30.49, nan, 27.36]]","[-0.3611315943823219, 1454.2872062517622, -1464076.9179534756, 2011, 2017, 34.78921378799714, 32.68407826684415, 1.8159336460635132, -2.517645486524316]",++
68,10900,_RFSMOK3,RESP046,"[[28.3, 20.83, 20.48, 20.27, 17.54, 16.13, 18.56], [23.89, 17.32, 16.6, 16.19, 12.72, 11.92, 13.66]]","[0.48186469160819995, -1942.4892240671845, 1957654.1714366102, 2011, 2017, 27.46032874728553, 18.230851131258532, -4.4294344190043375, 1.3529418802941109]",+-
69,10900,_TOTINDA,RESP046,"[[69.08, 79.01, 73.3, 76.03, 70.69, 73.04, 78.98], [64.61, 75.83, 69.26, 72.19, 64.57, 68.18, 74.3]]","[0, 0.7110436299758042, -1358.7706428960073, 2011, 2017, 71.13809698533487, 75.40435876518973, 0.7110436299758042, 0.7110436299758042]",0+
70,11244,Custom_9,Custom_9,"[[nan, 59.7, nan, nan, nan, nan, nan], [nan, 50.90840742527271, nan, nan, nan, nan, nan]]","[0, 0, 59.7, 2012, 2012, 59.7, 59.7, 0, 0]",00
71,11244,DIABETE3,RESP046,"[[nan, 9.45, nan, nan, nan, nan, nan], [nan, 7.04, nan, nan, nan, nan, nan]]","[0, 0, 9.45, 2012, 2012, 9.45, 9.45, 0, 0]",00
72,11244,DRNKANY5,RESP046,"[[nan, 61.24, nan, nan, nan, nan, nan], [nan, 56.69, nan, nan, nan, nan, nan]]","[0, 0, 61.24, 2012, 2012, 61.24, 61.24, 0, 0]",00
73,11244,_HCVU651,RESP046,"[[nan, 82.42, nan, nan, nan, nan, nan], [nan, 78.89, nan, nan, nan, nan, nan]]","[0, 0, 82.42, 2012, 2012, 82.42, 82.42, 0, 0]",00
74,11244,_RFHLTH,RESP061,"[[nan, 86.99, nan, nan, nan, nan, nan], [nan, 84.25, nan, nan, nan, nan, nan]]","[0, 0, 86.99, 2012, 2012, 86.99, 86.99, 0, 0]",00
75,11244,_RFSMOK3,RESP046,"[[nan, 9.96, nan, nan, nan, nan, nan], [nan, 7.22, nan, nan, nan, nan, nan]]","[0, 0, 9.96, 2012, 2012, 9.96, 9.96, 0, 0]",00
76,11244,_TOTINDA,RESP046,"[[nan, 84.35, nan, nan, nan, nan, nan], [nan, 81.16, nan, nan, nan, nan, nan]]","[0, 0, 84.35, 2012, 2012, 84.35, 84.35, 0, 0]",00
77,11260,BLOODCHO,RESP046,"[[74.44, nan, 76.97, nan, 76.79, nan, nan], [70.85, nan, 73.93, nan, 72.73, nan, nan]]","[0, 0.5674216256059307, -1066.276691188187, 2011, 2015, 74.80819790533951, 77.07788440776335, 0.5674216256059307, 0.5674216256059307]",0+
78,11260,Custom_8,Custom_8,"[[44.46534121440086, nan, 48.74626477848513, nan, 46.24300039067587, nan, nan], [38.95319498795962, nan, 43.86800667723452, nan, 40.04917868884204, nan, nan]]","[0, 0.3932801791374735, -745.4377507105337, 2011, 2015, 45.44868953492551, 47.02181025147536, 0.3932801791374735, 0.3932801791374735]",0-
79,11260,Custom_9,Custom_9,"[[66.63, 65.06, 66.75, 64.21000000000001, 68.52000000000001, 65.49000000000001, 64.37], [58.84791801636605, 58.67851898067541, 59.971025151248895, 57.89443193370542, 59.583015049805674, 55.17073161508046, 54.555622791027446]]","[0, -0.21510256466567348, 499.2411821325061, 2011, 2017, 66.66992458983668, 65.37930920184266, -0.21510256466567348, -0.21510256466567348]",0+
80,11260,DIABETE3,RESP046,"[[9.03, 7.81, 7.78, 8.46, 8.11, 7.38, 7.43], [6.62, 6.14, 6.04, 6.89, 5.78, 5.17, 5.47]]","[0, -0.22449219454908387, 460.1787933236859, 2011, 2017, 8.724990085478225, 7.378036918183739, -0.22449219454908387, -0.22449219454908387]",0+
81,11260,DRNKANY5,RESP046,"[[58.96, 59.0, 56.53, 58.43, 57.33, 57.95, 59.46], [55.1, 55.75, 53.22, 55.37, 52.88, 53.03, 54.91]]","[0.21748948422416028, -876.0365287406569, 882214.8808035734, 2011, 2017, 59.21193620772101, 59.27861849323381, -1.2938231910842433, 1.3160506196056758]",--
82,11260,_HCVU651,RESP046,"[[79.07, 80.89, 81.01, 83.34, 79.98, 89.28, 88.2], [75.7, 78.17, 78.07, 80.75, 75.53, 86.01, 84.97]]","[0.3736485721939305, -1503.5604265026261, 1512659.897130592, 2011, 2017, 79.91686330130324, 88.89299706858583, -0.7458691386377723, 3.7379137276896017]",++
83,11260,_RFHLTH,RESP061,"[[83.85, 86.26, 86.1, 86.79, 86.82, 86.78, 80.86], [80.85, 84.14, 83.83, 84.81, 84.25, 84.02, 77.02]]","[-0.5726258084543239, 2306.1984916970423, -2321913.57430419, 2011, 2017, 83.53538645338267, 81.50579791143537, 3.0974900937517305, -3.774019607700211]",--
84,11260,_RFHYPE5,RESP046,"[[28.97, nan, 29.32, nan, 27.09, nan, 32.11], [25.74, nan, 26.46, nan, 23.62, nan, 28.13]]","[0.3379014966170784, -1360.6736896108987, 1369829.6909325824, 2011, 2017, 29.439525621011853, 31.80075819697231, -1.6338702170094166, 2.420947742395583]",--
85,11260,_RFSMOK3,RESP046,"[[19.62, 18.13, 19.49, 18.2, 16.23, 15.46, 19.74], [16.6, 15.62, 16.77, 15.85, 12.94, 12.15, 15.66]]","[0.29101014118152074, -1172.428089007667, 1180892.8814414793, 2011, 2017, 20.217612213920802, 18.782170242397115, -1.985301175590621, 1.506820518587574]",+-
86,11260,_TOTINDA,RESP046,"[[79.05, 83.37, 79.01, 82.47, 76.44, 81.94, 81.87], [76.07, 80.98, 76.17, 80.22, 72.44, 77.77, 78.56]]","[0, 0.21857462838935024, -360.14831059073657, 2011, 2017, 79.40526710024676, 80.71671487058285, 0.21857462838935024, 0.21857462838935024]",0+
87,11700,BLOODCHO,RESP046,"[[83.32, nan, nan, nan, nan, nan, nan], [77.66, nan, nan, nan, nan, nan, nan]]","[0, 0, 83.32, 2011, 2011, 83.32, 83.32, 0, 0]",00
88,11700,Custom_8,Custom_8,"[[47.395583293326936, nan, nan, nan, nan, nan, nan], [39.441660766039185, nan, nan, nan, nan, nan, nan]]","[0, 0, 47.395583293326936, 2011, 2011, 47.395583293326936, 47.395583293326936, 0, 0]",00
89,11700,Custom_9,Custom_9,"[[57.17, 58.72, nan, nan, nan, nan, nan], [46.02924149799485, 49.3063450243808, nan, nan, nan, nan, nan]]","[0, 1.5499999999999972, -3059.8799999999947, 2011, 2012, 57.16999999999962, 58.7199999999998, 1.5499999999999972, 1.5499999999999972]",0-
90,11700,DIABETE3,RESP046,"[[8.61, 8.33, nan, nan, nan, nan, nan], [6.08, 5.9, nan, nan, nan, nan, nan]]","[0, -0.2799999999999992, 571.6899999999982, 2011, 2012, 8.6099999999999, 8.329999999999814, -0.2799999999999992, -0.2799999999999992]",0+
91,11700,DRNKANY5,RESP046,"[[45.21, 49.56, nan, nan, nan, nan, nan], [38.76, 44.41, nan, nan, nan, nan, nan]]","[0, 4.3500000000000005, -8702.64, 2011, 2012, 45.210000000000946, 49.56000000000131, 4.3500000000000005, 4.3500000000000005]",0-
92,11700,_HCVU651,RESP046,"[[72.88, 72.11, nan, nan, nan, nan, nan], [65.55, 66.17, nan, nan, nan, nan, nan]]","[0, -0.7699999999999961, 1621.3499999999924, 2011, 2012, 72.88000000000011, 72.11000000000013, -0.7699999999999961, -0.7699999999999961]",0-
93,11700,_RFHLTH,RESP061,"[[82.02, 83.62, nan, nan, nan, nan, nan], [77.86, 80.11, nan, nan, nan, nan, nan]]","[0, 1.6000000000000092, -3135.580000000018, 2011, 2012, 82.02000000000044, 83.62000000000035, 1.6000000000000092, 1.6000000000000092]",0+
94,11700,_RFHYPE5,RESP046,"[[29.69, nan, nan, nan, nan, nan, nan], [24.89, nan, nan, nan, nan, nan, nan]]","[0, 0, 29.69, 2011, 2011, 29.69, 29.69, 0, 0]",00
